# Filename: BNI1-640nm_416_ctrl_010.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster radius (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
959   1145  2             0
272   858   2             1
337   182   3             2
522   795   2             3
531   1937  4             4
574   2014  2             5
582   651   2             6
608   524   8             7
649   832   2             8
643   831   2             9
657   1084  2             10
701   878   2             11
706   772   2             12
715   416   3             13
771   1748  3             14
778   915   3             15
801   1763  4             16
810   540   4             17
856   755   3             18
891   911   3             19
891   906   2             20
912   828   2             21
912   1192  2             22
914   1357  2             23
917   760   9             24
987   589   2             25
995   896   2             26
1000  854   2             27
1001  1813  2             28
1001  918   2             29
1036  1149  2             30
1040  1943  2             31
1097  241   2             32
1109  1206  2             33
1122  1863  2             34
1132  883   2             35
1137  819   2             36
1139  1720  2             37
1146  57    2             38
1163  854   2             39
1179  1109  2             40
1191  1096  3             41
1216  580   3             42
1227  636   2             43
1253  648   5             44
1276  1343  3             45
1512  349   2             46
1516  828   3             47
1586  615   4             48
1595  588   2             49
1623  1274  4             50
1696  546   3             51
1699  579   2             52
