# Filename: Nuclei_ctrl_pfa_004.npz
# Voxel size (nm): (108, 108)
# Area quantity: voxels
# Num nuclei detected: 508
Y           X           AREA       MAJOR_AXIS_LENGTH    MINOR_AXIS_LENGTH
239.70430   1424.20968  186.00000  15.80232             15.00292
251.73659   1406.22439  205.00000  18.91313             14.43124
260.20339   1348.63559  118.00000  14.14269             10.85706
273.94444   1334.27778  198.00000  16.55903             15.23119
278.58246   1527.90175  285.00000  20.09637             18.25009
274.03175   239.52381   63.00000   10.11398             7.95022
289.99533   1602.56542  214.00000  17.88651             15.30391
294.30453   1277.21811  243.00000  19.20767             16.17133
306.72316   1636.55932  177.00000  16.15304             14.04633
316.09350   1285.85366  246.00000  17.97796             17.52169
333.46829   1248.16585  205.00000  18.39100             14.23385
331.28144   1601.30539  167.00000  14.93873             14.35865
353.38012   1647.45029  171.00000  16.34106             13.41286
356.85849   1799.39623  106.00000  12.91506             10.91438
380.53043   1716.83478  230.00000  21.08042             13.97884
385.85714   1688.77232  224.00000  20.20666             14.16861
390.29412   1236.79902  204.00000  19.00602             13.73544
406.37662   1724.18831  154.00000  14.48823             13.56590
415.04455   1240.50000  202.00000  17.77268             14.50780
429.73244   818.43144   299.00000  22.76648             16.77707
446.37198   1214.12560  207.00000  17.13038             15.43591
455.51370   732.13699   292.00000  20.44977             18.34739
459.48333   821.81667   240.00000  19.97384             15.36566
459.16923   753.52308   195.00000  17.46512             14.23755
460.30348   1204.23881  201.00000  18.35034             14.05262
461.30729   769.25000   192.00000  16.07391             15.28186
478.57767   878.95631   206.00000  17.39301             15.19315
488.09055   796.83071   254.00000  18.75791             17.30299
494.26946   895.40120   167.00000  17.25038             12.36200
499.21495   858.05607   214.00000  19.31110             14.21768
500.56889   1188.33778  225.00000  18.69034             15.38617
505.55172   831.84729   203.00000  16.85315             15.78890
519.98190   830.68778   221.00000  17.30610             16.42981
525.66480   883.93017   358.00000  26.28558             17.47584
538.84083   783.90311   289.00000  22.83291             16.32072
543.10653   862.34708   291.00000  20.62086             18.06586
545.68932   1159.64078  206.00000  16.70392             15.74836
548.18431   1200.35294  255.00000  20.69178             15.71698
552.75099   979.96838   253.00000  22.70774             14.24235
556.79870   895.67532   308.00000  20.87416             19.32261
556.58874   1146.21645  231.00000  18.32413             16.11941
562.04850   802.75982   433.00000  26.30287             21.34165
562.13029   842.85342   307.00000  20.63665             18.95757
567.66897   1184.21379  290.00000  23.28452             16.42228
571.33521   1125.89577  355.00000  24.26625             18.66910
577.38835   986.94822   309.00000  23.73547             16.61665
591.34127   833.80556   252.00000  19.78954             16.23638
596.67669   1182.40602  133.00000  15.35702             11.07062
601.94512   863.78049   164.00000  18.18652             11.57972
