# Filename: Nuclei_416_ctrl_001.npz
# Voxel size (nm): (108, 108)
# Area quantity: voxels
# Num nuclei detected: 406
Y           X           AREA       MAJOR_AXIS_LENGTH    MINOR_AXIS_LENGTH
15.99369    1535.79180  317.00000  22.98259             17.65751
26.03155    1264.51735  317.00000  26.42170             15.41126
29.35736    466.30631   333.00000  29.31509             14.54907
33.15248    1139.69504  282.00000  23.37695             15.50744
35.80000    1215.48000  225.00000  25.17210             11.41282
40.22727    1565.20979  286.00000  22.21176             16.43259
63.73451    1058.27139  339.00000  27.78972             15.69126
62.01216    1199.27052  329.00000  23.81516             18.06252
76.00314    904.28302   318.00000  22.03790             18.75476
81.23288    1115.14041  292.00000  26.59376             14.85730
82.20649    1031.09145  339.00000  28.60374             15.19611
81.63051    471.95932   295.00000  25.71554             14.71763
84.42857    1428.60165  364.00000  28.37518             16.53660
87.24671    1203.35197  304.00000  20.80882             18.97186
91.88660    1749.12027  291.00000  25.84671             14.40856
92.37402    49.50394    254.00000  22.89704             14.43990
107.25368   1409.72059  272.00000  22.71038             15.33991
111.54103   1151.05775  329.00000  23.20276             18.37059
110.51415   1465.84906  212.00000  17.76116             15.31135
115.83004   1436.16996  253.00000  22.82480             14.13547
125.28328   1385.85324  293.00000  27.05263             13.86482
132.62602   1168.97290  369.00000  37.01918             13.44153
141.83258   975.08597   442.00000  27.38344             20.86601
147.84127   1501.34524  252.00000  22.17830             14.50024
151.39528   900.67552   339.00000  25.77702             16.89978
152.30424   1070.29426  401.00000  25.90986             19.87811
160.05346   771.56604   318.00000  32.89486             12.82690
168.71854   1243.60596  302.00000  23.70785             16.27945
173.78440   1378.25229  218.00000  18.31807             15.31108
178.45495   1455.22523  222.00000  17.89017             15.84833
187.24880   1513.56938  209.00000  19.84493             13.56612
191.67169   1052.01807  332.00000  24.19419             17.60190
189.86853   1374.63745  251.00000  19.48656             16.73552
194.58154   899.49231   325.00000  23.13938             18.21090
198.35747   1958.00000  221.00000  21.38339             13.15141
206.83285   1017.46974  347.00000  23.69062             18.77484
206.61342   1119.65495  313.00000  24.64740             16.28320
215.47619   1146.64103  273.00000  27.42293             13.18369
213.08219   1038.29795  292.00000  21.36532             17.64242
214.34694   354.80466   343.00000  26.37952             16.75719
216.55238   405.25714   315.00000  28.85063             13.97501
226.23442   958.66766   337.00000  27.41307             15.76879
226.82197   1781.39773  264.00000  26.21462             12.99175
232.92830   334.52830   265.00000  22.16189             15.32345
237.53911   1046.06145  358.00000  33.62571             14.09061
242.85928   1586.09880  334.00000  25.63828             16.68668
248.88685   424.95413   327.00000  27.24159             15.48777
247.62022   1519.42623  366.00000  28.12942             16.74959
256.54710   933.85507   276.00000  26.71748             13.23834
258.73129   338.09864   294.00000  21.00286             18.03447
271.83520   1083.34916  358.00000  24.37599             18.96266
280.33022   417.22430   321.00000  24.86378             16.52422
280.40097   298.64251   207.00000  18.55561             14.23814
287.02160   215.12346   324.00000  22.02948             19.02386
288.43218   883.81073   317.00000  26.32194             15.58363
297.08893   262.74955   551.00000  41.62420             17.55473
290.55405   913.14189   296.00000  24.41495             15.54682
290.68912   1730.37306  193.00000  17.18762             14.38782
301.15528   960.79814   322.00000  25.80856             16.23618
306.61290   769.48387   31.00000   7.28511              5.57729
316.76380   860.98160   326.00000  24.44714             17.32169
