# Filename: Nuclei_bidi_pfa_004.npz
# Voxel size (nm): (108, 108)
# Area quantity: voxels
# Num nuclei detected: 1861
Y           X           AREA       MAJOR_AXIS_LENGTH    MINOR_AXIS_LENGTH
43.76724    1023.17672  232.00000  18.89002             15.94627
70.79032    1022.00000  248.00000  20.68691             15.38725
105.87709   1012.17877  179.00000  15.93217             14.44328
129.02198   1036.59890  182.00000  18.02475             12.96484
168.20675   561.22363   237.00000  20.70975             14.68666
170.11429   1086.36190  210.00000  18.17027             14.78330
171.27881   1107.25651  269.00000  21.02537             16.34053
175.16232   1065.68116  345.00000  27.49066             16.17050
196.85167   524.32536   209.00000  17.39393             15.32108
220.20290   691.54348   138.00000  15.37470             11.46523
222.89615   488.16923   260.00000  19.96977             16.65280
230.42564   578.00000   390.00000  27.32907             18.33276
227.99219   446.70312   256.00000  19.56373             16.68755
228.41420   597.54438   169.00000  16.65781             12.99617
229.69565   415.79348   184.00000  15.98076             14.74474
233.44762   1337.64762  105.00000  12.60247             10.80143
235.68182   736.54545   110.00000  12.27939             11.62130
241.11947   776.34513   226.00000  20.19198             14.32829
241.19203   390.19565   276.00000  19.57141             18.11847
244.12102   1750.31847  157.00000  14.99805             13.40610
245.13014   1179.80137  146.00000  15.43933             12.08470
248.07265   1116.50427  234.00000  17.99629             16.68965
257.33790   1159.22831  219.00000  22.88199             13.48500
253.94652   1719.02139  187.00000  20.11481             11.86935
256.82927   1372.30081  123.00000  13.86522             11.39052
257.74051   1223.60759  158.00000  16.12330             12.74847
257.98058   1170.57282  103.00000  12.75124             10.44610
262.49545   353.62273   220.00000  19.39913             14.70237
264.70531   1467.76329  207.00000  17.44558             15.14866
266.00000   1320.75956  183.00000  16.74773             13.92990
266.15385   1497.60633  221.00000  17.80465             15.97483
277.35714   344.93367   196.00000  18.17886             13.82358
277.83432   1771.73964  169.00000  18.74340             11.52570
278.16667   1278.04545  198.00000  17.88030             14.21832
278.50971   1510.18932  206.00000  19.39487             13.56187
278.70325   505.14634   246.00000  21.53332             14.70120
288.85827   1244.02756  254.00000  19.98060             16.28490
293.46792   1464.10943  265.00000  26.81922             13.30259
292.85106   463.76596   94.00000   12.41217             9.77754
297.70849   1148.32103  271.00000  25.10521             14.03804
299.11798   1281.04494  178.00000  18.95464             12.03437
304.09848   449.39394   264.00000  22.95506             14.95051
308.33333   1545.67879  165.00000  16.53362             12.78489
310.46063   529.50394   254.00000  19.62858             16.56913
314.77477   410.46847   333.00000  22.86808             19.08558
311.15179   1533.68750  112.00000  13.57848             10.51432
314.92308   1707.23776  143.00000  16.10824             11.35817
317.06061   1459.50000  132.00000  13.78412             12.18544
320.58525   495.27650   217.00000  18.21405             15.23687
319.45255   1584.72263  137.00000  13.65806             12.80570
324.83133   464.66265   249.00000  18.53112             17.14831
324.38415   1781.98780  164.00000  15.19226             13.80359
328.74503   1235.55298  302.00000  26.06935             15.10468
329.15068   1290.36073  219.00000  18.55970             15.14545
328.66667   1424.34426  183.00000  16.75214             13.98899
330.08780   1533.27805  205.00000  20.48766             12.80730
329.17500   1722.77500  160.00000  16.38172             12.51956
332.23171   1139.47967  246.00000  21.79656             14.48673
334.20611   509.83969   262.00000  20.34507             16.44824
332.42541   1205.94475  181.00000  16.59938             13.95383
333.83529   1817.46471  170.00000  18.87827             11.72646
337.69254   805.81194   335.00000  22.46358             19.05613
336.38776   602.83265   245.00000  19.11367             16.56976
334.95349   1627.84884  86.00000   11.51769             9.54614
339.20792   321.76733   202.00000  16.48689             15.69419
337.86034   1336.10615  179.00000  16.08886             14.25887
338.50898   1598.00599  167.00000  16.18730             13.57633
339.62871   1454.60396  202.00000  17.66806             14.65767
341.50292   1576.10526  171.00000  17.60540             12.44126
343.33649   1502.08057  211.00000  18.33753             14.85537
346.29020   626.19608   255.00000  21.98018             14.92226
347.59690   1361.98450  129.00000  14.95855             11.28603
349.12209   1215.48837  172.00000  16.97281             12.99944
350.54217   844.32932   249.00000  20.13460             15.76888
350.74860   1155.32402  179.00000  16.41621             13.91419
356.30928   637.14089   291.00000  21.75171             17.32362
356.59906   369.91509   212.00000  19.31575             14.08824
353.92500   1375.44375  160.00000  15.66612             12.99354
355.65909   436.65909   220.00000  23.23848             12.22663
