# Filename: Nuclei_416_ctrl_60x_002.npz
# Voxel size (nm): (108, 108)
# Area quantity: voxels
# Num nuclei detected: 1083
Y           X           AREA       MAJOR_AXIS_LENGTH    MINOR_AXIS_LENGTH
17.77143    1306.44762  105.00000  16.05525             8.48845
23.80000    1345.97037  135.00000  15.07345             11.48219
34.19767    1121.75581  86.00000   12.12149             9.28876
50.43426    812.44223   251.00000  20.93538             15.40301
53.53403    920.19895   191.00000  18.49337             13.21046
50.85417    1030.28125  96.00000   13.70089             9.53134
54.31183    1245.65054  186.00000  18.84383             12.58188
53.43558    257.73620   163.00000  17.07367             12.48497
55.29412    1439.10000  170.00000  15.71500             13.81092
58.23077    301.92308   65.00000   10.24612             8.32658
69.20417    1093.90000  240.00000  24.81241             13.92302
69.01646    549.81070   243.00000  23.16881             13.58932
67.80588    973.04118   170.00000  16.25472             13.35141
67.97945    1389.40411  146.00000  15.53170             12.00383
72.55212    661.33205   259.00000  22.16342             15.01178
78.40426    945.68617   188.00000  18.00763             13.78724
81.24786    1020.79915  234.00000  17.95977             16.69811
84.39614    208.66184   207.00000  16.98218             15.62543
91.17757    1268.78505  107.00000  13.79796             9.93806
101.24706   1109.73235  340.00000  26.02705             16.66131
101.21194   778.36119   335.00000  22.12281             19.33589
99.65116    571.56977   86.00000   13.07984             8.65944
103.53725   699.73333   255.00000  20.02478             16.48758
106.86792   1026.62642  265.00000  20.20941             16.71232
113.21942   1001.37410  278.00000  21.28916             16.71749
116.60428   585.83957   187.00000  19.05611             13.48641
118.21162   729.82988   241.00000  19.21597             16.23960
117.00000   153.26230   122.00000  13.85044             11.35344
119.27404   397.69231   208.00000  18.83506             14.14706
126.78082   1203.94521  219.00000  20.15587             14.26726
132.46667   330.89231   195.00000  19.39954             14.12211
134.76471   441.86975   238.00000  19.97598             15.26036
138.25000   171.56098   164.00000  14.69557             14.29157
138.95620   1415.55474  137.00000  15.69352             11.27622
139.82143   864.36607   112.00000  15.35419             9.41246
141.74877   1288.47783  203.00000  18.19625             14.30963
150.30000   1541.07895  190.00000  17.88710             13.72306
154.11739   843.64348   230.00000  17.61594             16.68058
152.08451   1134.28169  71.00000   10.08122             9.04289
156.91866   1364.96651  209.00000  17.72483             15.24673
164.77982   279.25688   218.00000  18.71686             15.08368
165.21586   1122.06608  227.00000  20.01418             14.46218
174.00866   1581.70563  231.00000  22.91952             13.03710
172.56684   381.52406   187.00000  18.21624             13.21246
173.80769   1408.01923  156.00000  14.90918             13.35860
178.45306   1289.18776  245.00000  18.96248             16.59322
180.58921   422.00830   241.00000  17.92588             17.14604
182.24400   1310.68000  250.00000  23.19267             13.91133
180.82313   141.76190   147.00000  14.22800             13.30414
183.22569   449.00000   288.00000  22.96198             15.97878
182.16204   1147.94907  216.00000  17.80987             15.74257
183.02439   1420.19024  205.00000  19.18543             13.61900
185.36245   1170.69869  229.00000  21.22088             13.90634
185.08676   804.01826   219.00000  19.66052             14.30921
190.06667   383.20000   210.00000  17.11200             15.75865
193.79487   1231.28846  156.00000  19.48528             10.40520
193.05419   1468.61576  203.00000  21.03226             12.39750
200.31655   1089.03597  278.00000  24.45319             14.59330
199.73305   1185.80508  236.00000  21.96724             13.77657
204.60262   765.56332   229.00000  18.16370             16.08535
204.73191   360.81277   235.00000  19.26261             15.60819
208.97143   1477.31429  105.00000  13.67579             10.15069
216.94012   1233.20359  167.00000  19.54924             10.93279
217.50704   251.13615   213.00000  18.65443             14.57944
219.28472   752.06250   288.00000  21.37465             17.18489
218.55114   1203.89205  176.00000  16.74041             13.41585
220.15063   1457.89540  239.00000  19.42841             15.79918
220.25352   15.08451    142.00000  15.43464             11.90377
225.62319   315.79227   207.00000  16.98013             15.77737
227.51111   1146.67778  270.00000  21.00385             16.74528
225.59862   1339.50519  289.00000  21.80190             16.98062
229.97887   1090.03521  142.00000  15.48322             12.22400
236.32743   451.50000   226.00000  22.87673             12.72730
239.52451   270.42647   204.00000  18.63985             13.94910
243.14391   504.12177   271.00000  20.43023             17.01009
243.58706   230.78109   201.00000  17.50033             14.74070
243.79638   378.97738   221.00000  17.83083             15.88920
245.69178   338.60959   146.00000  16.64520             11.59915
250.94048   1369.64286  252.00000  23.21945             13.93969
256.64463   285.77686   121.00000  14.42033             10.83675
263.99303   470.70035   287.00000  24.64578             15.08669
264.95359   1205.30380  237.00000  19.32144             15.79797
266.44000   277.14400   125.00000  15.49226             10.99893
270.00413   1418.12397  242.00000  19.05454             16.34698
270.72000   177.54667   150.00000  14.71444             13.15989
273.25466   158.94410   161.00000  15.44359             13.32668
273.08553   246.00000   152.00000  15.03112             13.08880
273.65193   408.77348   181.00000  16.99569             13.64792
275.14286   146.22449   147.00000  14.63088             12.87466
277.55102   507.57143   196.00000  17.66603             14.13464
281.53500   1062.42500  200.00000  19.37571             13.21183
283.90625   1251.03125  192.00000  19.75957             12.88033
286.16055   1407.77523  218.00000  20.06751             13.93171
285.48889   99.20556    180.00000  16.61622             13.84441
285.42574   130.96040   101.00000  12.12210             10.76070
289.12121   365.74747   198.00000  17.62866             14.62443
291.60993   1207.59220  282.00000  20.37982             17.85502
297.15764   263.50246   203.00000  18.40196             14.11371
298.02128   324.54255   94.00000   13.08025             9.53485
304.21284   462.30068   296.00000  24.11948             15.72993
301.50000   168.97642   212.00000  19.26595             14.01291
303.98315   1073.80337  178.00000  17.74923             12.82660
307.53552   1310.85792  183.00000  15.62890             14.93175
309.72889   199.96444   225.00000  19.05181             15.11765
310.67914   379.82888   187.00000  18.05810             13.38540
314.66495   1203.78351  194.00000  16.95420             14.90826
318.87687   1404.82090  268.00000  24.09005             14.37203
318.33784   1057.22973  148.00000  15.02511             12.67078
321.66505   1292.90777  206.00000  19.42344             13.79401
320.66337   325.55446   202.00000  18.51159             14.79279
323.59247   1231.81164  292.00000  24.29635             15.39247
321.71910   94.97191    178.00000  15.63794             14.55327
323.97790   243.05525   181.00000  16.57209             14.06711
325.41799   535.75132   189.00000  18.83496             12.78472
329.93893   1077.93130  262.00000  23.09324             14.70948
331.29213   349.93258   267.00000  20.08046             17.00793
330.78636   1314.86364  220.00000  17.81146             15.90130
337.86029   1257.21324  136.00000  21.74083             8.31385
337.31390   527.96413   223.00000  18.44815             15.41609
341.71721   412.88115   244.00000  21.23397             14.73949
342.47699   454.77406   239.00000  18.46549             16.49469
343.95904   1209.32082  293.00000  19.77730             19.08568
345.03333   1392.04444  270.00000  23.54357             14.88396
342.49219   241.58594   128.00000  13.39232             12.18715
347.95319   273.54468   235.00000  20.48629             14.68790
346.79459   95.08108    185.00000  17.56674             13.52124
351.19565   527.03261   92.00000   12.66899             9.42233
354.54967   341.50993   151.00000  15.02999             12.83693
356.90000   296.40000   80.00000   11.28857             9.13500
359.73934   622.08057   211.00000  18.63402             14.56931
363.37748   711.39404   302.00000  22.47579             17.17254
363.30159   382.32275   189.00000  16.65102             14.66386
365.31818   690.57343   286.00000  23.83165             15.47014
365.31844   254.94972   179.00000  17.36139             13.19314
367.40099   651.33663   202.00000  17.68730             14.65651
369.99123   140.63158   114.00000  14.28594             10.36451
373.79899   1082.67839  199.00000  19.67370             12.94872
375.09326   571.94819   193.00000  21.18089             11.64662
376.66667   435.23704   135.00000  14.99392             11.62127
378.29126   562.15534   103.00000  12.61446             10.46055
382.43043   1367.27826  230.00000  22.29119             13.19205
381.41791   357.71642   201.00000  17.77956             14.62381
384.72685   1221.14815  216.00000  20.76583             13.26839
389.54225   211.21831   142.00000  15.30520             11.92709
395.18182   296.29545   264.00000  19.30068             17.44552
393.84574   265.21277   188.00000  16.85487             14.27987
395.76498   625.70046   217.00000  17.66288             15.95235
397.84739   524.95582   249.00000  19.85196             16.18672
404.60201   550.43144   299.00000  27.15146             14.07581
402.24876   450.43781   201.00000  18.28228             14.03938
405.38971   1326.17647  272.00000  25.31296             13.77453
404.17935   19.19565    184.00000  16.43238             14.27912
414.86000   1353.30800  250.00000  23.67427             13.53875
414.58854   143.79167   192.00000  17.41042             14.07329
417.38868   667.32453   265.00000  23.67044             14.35561
422.70229   1072.25573  262.00000  22.65934             14.90729
425.40079   1220.14286  252.00000  21.09062             15.23061
428.65269   95.41916    167.00000  14.91721             14.33869
429.80603   454.85776   232.00000  20.14418             14.92661
429.09868   168.38816   152.00000  14.41659             13.42094
428.47619   315.95238   147.00000  15.28322             12.24398
430.56849   113.00000   146.00000  15.87083             11.73862
431.38806   230.24627   134.00000  14.17821             12.15392
433.25128   1366.00513  195.00000  17.38304             14.37657
431.26966   264.74157   89.00000   12.53145             9.04486
438.72917   200.45139   144.00000  15.94340             11.51989
441.28319   158.16814   113.00000  12.52379             11.53079
441.74453   325.36496   137.00000  13.67592             12.78850
442.50251   699.67337   199.00000  19.44568             13.08179
442.08264   131.50413   121.00000  14.87634             10.41168
444.42241   306.91379   116.00000  14.37477             10.26103
445.31690   343.38028   142.00000  15.22604             12.10607
451.47727   496.95833   264.00000  26.68083             13.10703
447.59770   291.62069   174.00000  18.02694             12.30550
448.02941   101.72059   136.00000  14.21726             12.25780
447.36170   193.06383   94.00000   11.70167             10.39526
453.22917   1413.54861  288.00000  25.45603             14.61358
448.60714   183.61905   84.00000   11.24420             9.50265
451.08187   353.61988   171.00000  15.48628             14.23616
450.23200   210.80000   125.00000  14.70926             10.92193
454.52985   145.41045   134.00000  14.54563             11.73774
