0,0.69444,1.3889,2.0833,2.7778,3.4722,4.1667,4.8611,5.5556,6.25,6.9444,7.6389,8.3333,9.0278,9.7222,10.417,11.111,11.806,12.5,13.194,13.889
0.061293,0.068533,0.070946,0.052606,0.054054,0.059846,0.051641,0.048745,0.051158,0.04971,0.046815,0.057432,0.060328,0.051158,0.056467,0.05888,0.04778,0.047297,0.055502,0.04778,0.049228
0.023879,0.029412,0.029703,0.022714,0.021258,0.023296,0.020967,0.02184,0.021549,0.021549,0.017181,0.020093,0.021258,0.017472,0.021258,0.020093,0.018055,0.017764,0.020676,0.017181,0.018637
0.030449,0.031517,0.036859,0.035791,0.035256,0.037927,0.035791,0.035256,0.038996,0.035256,0.028312,0.034188,0.035791,0.023504,0.029915,0.028846,0.025107,0.025107,0.029915,0.028846,0.025107
0.015457,0.016745,0.016316,0.011593,0.01331,0.015028,0.012022,0.012452,0.015028,0.012452,0.010734,0.012022,0.010734,0.0098755,0.01331,0.01331,0.01331,0.012881,0.011593,0.0090167,0.010734
0.12678,0.11803,0.12131,0.077596,0.068852,0.065574,0.057923,0.059016,0.068852,0.072131,0.057923,0.068852,0.063388,0.046995,0.053552,0.055738,0.045902,0.043716,0.056831,0.053552,0.046995
0.026736,0.031923,0.034318,0.027135,0.025539,0.028731,0.026736,0.028332,0.029529,0.025539,0.019154,0.02514,0.025539,0.021548,0.021947,0.022745,0.019952,0.019952,0.018755,0.017957,0.016361
0.17248,0.18349,0.20734,0.15963,0.16881,0.17615,0.16514,0.16514,0.1633,0.13578,0.11376,0.14495,0.14679,0.12294,0.15413,0.14679,0.12477,0.11376,0.11927,0.1156,0.10826
0.060078,0.068798,0.073643,0.056202,0.057655,0.062016,0.062016,0.055717,0.059593,0.056686,0.054748,0.060078,0.060078,0.047965,0.053295,0.059109,0.053295,0.05281,0.05814,0.050388,0.051841
0.010353,0.010824,0.012235,0.0094118,0.0070588,0.0061176,0.0047059,0.0037647,0.0032941,0.0037647,0.0032941,0.0065882,0.0070588,0.0056471,0.0061176,0.0047059,0.0032941,0.0037647,0.0051765,0.0037647,0.0037647
