0,0.69444,1.3889,2.0833,2.7778,3.4722,4.1667,4.8611,5.5556,6.25,6.9444,7.6389,8.3333,9.0278,9.7222,10.417,11.111,11.806,12.5,13.194,13.889
0.042483,0.045802,0.04912,0.042151,0.035845,0.033853,0.03153,0.031198,0.033853,0.034185,0.034849,0.043146,0.04547,0.037504,0.039164,0.037836,0.030534,0.032526,0.034185,0.03153,0.030534
0.046249,0.052453,0.053017,0.034969,0.037789,0.042865,0.040045,0.040045,0.043429,0.043993,0.042301,0.051325,0.051889,0.042301,0.038917,0.034405,0.029329,0.029893,0.035533,0.039481,0.037789
0.046154,0.051012,0.052632,0.048583,0.041296,0.038057,0.034818,0.033198,0.039676,0.043725,0.043725,0.052632,0.048583,0.041296,0.039676,0.041296,0.038866,0.039676,0.038866,0.033198,0.030769
0.031088,0.035406,0.034542,0.030225,0.031088,0.032815,0.02677,0.022453,0.031952,0.031088,0.025043,0.029361,0.02677,0.017271,0.02418,0.025907,0.027634,0.025043,0.025907,0.027634,0.023316
0.061538,0.065252,0.062599,0.04244,0.033952,0.035013,0.0313,0.026525,0.027586,0.022812,0.020159,0.024403,0.027056,0.021751,0.024403,0.025464,0.026525,0.023873,0.024934,0.017507,0.021751
0.042378,0.044276,0.046806,0.035421,0.033523,0.039216,0.034156,0.037951,0.042378,0.039216,0.033523,0.034788,0.026565,0.02024,0.028463,0.034156,0.035421,0.034788,0.037951,0.029728,0.029728
0.037123,0.03751,0.039443,0.028229,0.027456,0.031323,0.029002,0.026682,0.030936,0.030549,0.027456,0.029776,0.027842,0.024749,0.029776,0.028616,0.027842,0.027456,0.028616,0.024362,0.026295
0.043341,0.043691,0.043691,0.033205,0.032506,0.038798,0.040545,0.045788,0.046837,0.045089,0.038798,0.043341,0.044041,0.033904,0.041244,0.043341,0.041594,0.039497,0.041244,0.036351,0.0367
0.083333,0.068182,0.068182,0.030303,0.037879,0.045455,0.049242,0.034091,0.049242,0.037879,0.034091,0.045455,0.034091,0.026515,0.034091,0.034091,0.022727,0.011364,0.022727,0.026515,0.034091
