# Filename: BNI1-640nm_416_bidi_60x_006.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster threshold (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
1     16    2             0
119   129   3             1
152   355   2             2
249   1328  3             3
252   184   3             4
279   1371  2             5
290   1086  3             6
304   1093  2             7
330   1430  4             8
335   1051  3             9
352   1407  2             10
381   1481  2             11
429   1524  4             12
491   1451  2             13
1248  568   2             14
