# Filename: BNI1-640nm_416_ctrl_002.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster threshold (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
328   1565  2             0
385   1234  3             1
1153  1476  3             2
1155  1454  2             3
1160  350   3             4
1241  1458  2             5
1247  810   2             6
1266  724   2             7
1271  1491  2             8
1328  1133  2             9
1372  860   3             10
1402  637   2             11
1433  1177  2             12
1436  1195  2             13
1485  1670  2             14
1763  1351  2             15
1814  1238  2             16
1893  752   3             17
