0,0.69444,1.3889,2.0833,2.7778,3.4722,4.1667,4.8611,5.5556,6.25,6.9444,7.6389,8.3333,9.0278,9.7222,10.417,11.111,11.806,12.5,13.194,13.889
0.52033,0.53659,0.4878,0.19512,0.081301,0.065041,0.04878,0.03252,0.04065,0.01626,0.01626,0.0081301,0.01626,0.0081301,0.0081301,0.0081301,0.0081301,0.0081301,0.0081301,0.01626,0.01626
0.49194,0.51613,0.52419,0.24194,0.08871,0.032258,0.016129,0.016129,0.024194,0.016129,0.016129,0.016129,0.016129,0.0080645,0.016129,0.016129,0.016129,0.016129,0.024194,0.016129,0.016129
0.60444,0.55111,0.48444,0.21333,0.10222,0.044444,0.035556,0.022222,0.0088889,0.0044444,0.0044444,0.0044444,0.0044444,0.0044444,0.0044444,0.0044444,0.0044444,0,0.0044444,0.0044444,0.0088889
0.41393,0.40574,0.37705,0.16393,0.07377,0.02459,0.02459,0.0081967,0.012295,0.0081967,0.012295,0.0081967,0.012295,0.0081967,0.012295,0.0081967,0.012295,0.012295,0.012295,0.0081967,0.012295
0.61957,0.63043,0.61957,0.41304,0.1413,0.054348,0.032609,0.032609,0.043478,0.043478,0.032609,0.032609,0.032609,0.032609,0.032609,0.021739,0.01087,0,0.01087,0.01087,0.021739
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.58197,0.56148,0.5123,0.22951,0.11885,0.053279,0.036885,0.028689,0.028689,0.02459,0.02459,0.02459,0.016393,0.0081967,0.012295,0.0081967,0.0081967,0.0081967,0.0081967,0.0040984,0.0081967
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.46226,0.42453,0.40566,0.21698,0.10377,0.04717,0.037736,0.037736,0.018868,0.018868,0,0,0,0,0,0,0,0,0,0,0
0.54455,0.53465,0.52475,0.31683,0.10891,0.069307,0.054455,0.029703,0.019802,0.019802,0.024752,0.014851,0.014851,0.014851,0.014851,0.0049505,0.0049505,0.0049505,0.014851,0.019802,0.019802
0.59788,0.60317,0.59259,0.38095,0.19048,0.089947,0.084656,0.05291,0.047619,0.026455,0.015873,0.015873,0.010582,0.010582,0.005291,0.010582,0.010582,0.010582,0.010582,0.005291,0.015873
0.47181,0.47478,0.45104,0.23442,0.13056,0.050445,0.029674,0.017804,0.0089021,0.011869,0.014837,0.014837,0.017804,0.014837,0.017804,0.011869,0.0089021,0.0059347,0.0059347,0.0029674,0
0.65116,0.63953,0.62209,0.29651,0.19186,0.063953,0.040698,0.040698,0.02907,0.023256,0.011628,0.011628,0.005814,0.005814,0,0,0,0.011628,0.011628,0.011628,0.011628
0.65152,0.65152,0.61364,0.31061,0.12121,0.075758,0.045455,0.022727,0.015152,0.015152,0.015152,0.015152,0.0075758,0.0075758,0.0075758,0,0,0.0075758,0.0075758,0.0075758,0.0075758
0.64306,0.61756,0.56091,0.30028,0.13314,0.05949,0.050992,0.036827,0.042493,0.031161,0.022663,0.022663,0.016997,0.0056657,0.0056657,0.0028329,0,0.0028329,0.0028329,0.0028329,0
0.6087,0.64493,0.6087,0.37681,0.15942,0.094203,0.057971,0.021739,0.028986,0.014493,0.0072464,0.0072464,0,0,0.0072464,0.0072464,0.0072464,0.0072464,0.014493,0.0072464,0.0072464
