# Filename: CLN3-561nm_416_bidi_60x_021.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster radius (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
255   632   2             0
252   630   2             1
290   384   2             2
302   566   2             3
395   528   2             4
446   616   2             5
468   496   2             6
570   490   3             7
584   1558  2             8
678   733   2             9
681   1613  3             10
679   1616  2             11
682   1618  2             12
749   707   2             13
767   443   2             14
927   900   2             15
998   1539  3             16
1043  890   2             17
1041  892   2             18
1085  695   2             19
1094  780   2             20
1147  1493  2             21
1238  727   2             22
1291  703   2             23
1406  482   3             24
