#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 9.894e-02 2.356e-02 3.245e-02 1.607e-04 3.084e-04 1.186e-02 9.285e-02 2.767e-05 8.435e-05 
3.957e-01 3.801e-03 4.115e-01 3.775e-03 0.000e+00 0.000e+00 3.844e-01 3.727e-03 0.000e+00 0.000e+00 
1.544e-02 7.153e-02 2.240e-02 3.192e-02 0.000e+00 0.000e+00 1.183e-02 6.585e-02 0.000e+00 0.000e+00 
2.861e-01 3.860e-03 3.388e-01 4.515e-03 8.761e-04 7.729e-05 9.299e-02 1.580e-03 1.211e-03 2.322e-05 
1.558e-02 4.016e-02 2.903e-02 3.615e-02 7.383e-04 8.757e-04 9.717e-03 3.261e-02 5.191e-05 6.061e-05 
1.606e-01 3.895e-03 3.766e-01 7.916e-03 3.166e-04 1.303e-04 4.541e-03 2.027e-04 2.664e-04 6.935e-06 
1.554e-02 2.656e-02 1.041e-01 9.436e-02 1.392e-03 9.546e-04 2.618e-03 1.338e-02 1.728e-05 2.974e-05 
1.062e-01 3.884e-03 3.715e-01 1.131e-02 1.491e-03 1.738e-04 1.350e-04 1.141e-04 2.944e-06 2.816e-06 
1.520e-02 1.898e-02 1.443e-01 1.055e-01 0.000e+00 0.000e+00 1.189e-03 7.605e-03 0.000e+00 0.000e+00 
7.592e-02 3.800e-03 3.827e-01 1.552e-02 7.342e-04 2.909e-04 1.510e-04 1.598e-04 3.803e-06 4.537e-06 
1.551e-02 1.494e-02 1.698e-01 1.020e-01 3.558e-04 3.133e-04 6.297e-04 4.843e-03 9.074e-06 1.420e-05 
5.976e-02 3.876e-03 3.718e-01 1.996e-02 9.911e-04 1.943e-04 1.576e-04 2.067e-04 5.752e-06 4.810e-06 
1.530e-02 1.085e-02 2.044e-01 9.514e-02 7.058e-04 1.913e-04 3.889e-04 3.016e-03 9.219e-06 1.732e-05 
4.340e-02 3.824e-03 3.560e-01 2.585e-02 8.288e-04 2.118e-04 1.737e-04 2.837e-04 4.371e-06 6.374e-06 
1.510e-02 7.889e-03 2.359e-01 8.315e-02 8.806e-04 2.572e-04 2.631e-04 1.957e-03 6.123e-06 1.154e-05 
3.156e-02 3.774e-03 3.459e-01 3.214e-02 1.048e-03 2.688e-04 1.569e-04 3.927e-04 4.445e-06 5.129e-06 
1.542e-02 6.770e-03 2.528e-01 7.615e-02 4.530e-04 4.810e-04 2.309e-04 1.570e-03 7.910e-06 1.229e-05 
2.708e-02 3.855e-03 3.353e-01 3.773e-02 7.679e-04 2.548e-04 1.695e-04 4.607e-04 4.353e-06 7.222e-06 
1.525e-02 4.827e-03 2.813e-01 6.173e-02 5.750e-04 4.819e-04 2.033e-04 1.054e-03 5.971e-06 7.715e-06 
1.931e-02 3.811e-03 3.168e-01 4.640e-02 1.930e-03 3.346e-04 1.828e-04 6.243e-04 4.916e-06 5.762e-06 
