#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 2.968e-01 1.679e-02 7.591e-02 0.000e+00 0.000e+00 1.304e-02 2.889e-01 0.000e+00 0.000e+00 
3.957e-01 1.140e-02 6.987e-02 1.567e-02 4.358e-04 1.420e-04 3.881e-01 1.023e-02 1.543e-04 2.507e-05 
1.544e-02 2.146e-01 1.802e-02 8.162e-02 1.632e-04 4.767e-04 1.293e-02 2.068e-01 2.741e-05 9.795e-05 
2.861e-01 1.158e-02 7.127e-02 1.370e-02 3.607e-04 1.938e-04 2.790e-01 1.021e-02 8.851e-05 2.998e-05 
1.558e-02 1.205e-01 2.978e-02 1.039e-01 2.533e-04 3.241e-04 8.948e-03 1.041e-01 7.960e-05 1.993e-04 
1.606e-01 1.168e-02 7.557e-02 1.386e-02 4.194e-04 1.245e-04 1.526e-01 9.434e-03 1.061e-04 2.988e-05 
1.554e-02 7.967e-02 8.602e-02 1.962e-01 4.036e-04 5.737e-04 5.601e-04 4.508e-02 1.766e-05 8.409e-05 
1.062e-01 1.165e-02 9.005e-02 2.105e-02 6.923e-04 2.445e-04 9.313e-02 7.334e-03 9.899e-05 2.689e-05 
1.520e-02 5.694e-02 1.139e-01 2.198e-01 6.138e-04 4.221e-04 1.481e-04 2.564e-02 6.653e-06 4.467e-05 
7.592e-02 1.140e-02 2.035e-01 7.807e-02 9.414e-04 4.532e-04 4.848e-02 1.094e-03 7.293e-05 1.082e-05 
1.551e-02 4.482e-02 1.282e-01 2.268e-01 4.556e-04 5.437e-04 4.998e-05 1.529e-02 1.532e-06 4.097e-05 
5.976e-02 1.163e-02 2.188e-01 9.671e-02 8.034e-04 6.194e-04 3.231e-02 3.980e-04 5.935e-05 6.946e-06 
1.530e-02 3.255e-02 1.465e-01 2.288e-01 5.612e-04 7.358e-04 6.175e-06 6.493e-03 6.572e-07 2.926e-05 
4.340e-02 1.147e-02 2.305e-01 1.155e-01 1.038e-03 5.407e-04 1.827e-02 1.261e-04 5.115e-05 5.003e-06 
1.510e-02 2.367e-02 1.646e-01 2.240e-01 5.660e-04 8.839e-04 4.553e-07 1.620e-03 1.908e-07 1.151e-05 
3.156e-02 1.132e-02 2.354e-01 1.323e-01 6.236e-04 3.522e-04 8.975e-03 2.709e-05 2.669e-05 1.526e-06 
1.542e-02 2.031e-02 1.768e-01 2.181e-01 8.193e-04 3.907e-04 0.000e+00 3.886e-04 0.000e+00 5.829e-06 
2.708e-02 1.156e-02 2.335e-01 1.407e-01 0.000e+00 0.000e+00 5.562e-03 1.251e-05 0.000e+00 0.000e+00 
1.525e-02 1.448e-02 2.038e-01 1.962e-01 6.687e-04 7.202e-04 2.303e-06 1.796e-06 3.357e-07 4.818e-07 
1.931e-02 1.143e-02 2.279e-01 1.576e-01 0.000e+00 0.000e+00 1.260e-03 2.070e-06 0.000e+00 0.000e+00 
1.544e-02 1.158e-02 2.199e-01 1.754e-01 7.728e-04 4.772e-04 1.257e-04 1.220e-06 3.552e-06 2.498e-07 
1.544e-02 1.158e-02 2.199e-01 1.754e-01 7.728e-04 4.772e-04 1.257e-04 1.220e-06 3.552e-06 2.498e-07 
1.509e-02 8.934e-03 2.306e-01 1.597e-01 6.791e-04 7.996e-04 1.104e-03 2.738e-06 1.236e-05 6.977e-07 
1.191e-02 1.132e-02 2.070e-01 1.983e-01 5.111e-04 5.615e-04 1.262e-06 2.683e-06 4.313e-07 5.572e-07 
1.512e-02 6.459e-03 2.330e-01 1.443e-01 7.191e-04 7.461e-04 3.607e-03 8.033e-06 2.127e-05 7.411e-07 
8.612e-03 1.134e-02 1.775e-01 2.175e-01 4.221e-04 9.179e-04 0.000e+00 3.502e-04 0.000e+00 3.430e-06 
1.527e-02 5.480e-03 2.317e-01 1.400e-01 5.658e-04 3.965e-04 5.113e-03 1.326e-05 2.119e-05 1.203e-06 
7.307e-03 1.145e-02 1.679e-01 2.215e-01 3.459e-04 3.994e-04 2.525e-06 1.117e-03 6.100e-07 1.130e-05 
1.514e-02 4.003e-03 2.321e-01 1.331e-01 7.302e-04 3.927e-04 7.342e-03 2.464e-05 2.525e-05 1.439e-06 
5.337e-03 1.136e-02 1.573e-01 2.252e-01 6.220e-04 7.837e-04 4.017e-06 3.034e-03 6.678e-07 1.107e-05 
1.514e-02 2.947e-03 2.322e-01 1.292e-01 0.000e+00 0.000e+00 9.083e-03 4.118e-05 0.000e+00 0.000e+00 
3.929e-03 1.136e-02 1.493e-01 2.250e-01 4.842e-04 7.337e-04 5.502e-06 4.824e-03 1.198e-06 2.969e-05 
1.517e-02 2.278e-03 2.312e-01 1.272e-01 4.535e-04 4.690e-04 1.036e-02 5.220e-05 4.458e-05 3.621e-06 
3.037e-03 1.138e-02 1.457e-01 2.249e-01 9.817e-04 8.337e-04 8.514e-06 6.206e-03 1.414e-06 3.522e-05 
1.517e-02 1.664e-03 2.312e-01 1.247e-01 9.850e-04 3.358e-04 1.167e-02 5.056e-05 3.242e-05 3.230e-06 
2.219e-03 1.138e-02 1.445e-01 2.277e-01 6.424e-04 6.527e-04 9.272e-06 7.370e-03 1.127e-06 2.755e-05 
1.515e-02 1.102e-03 2.344e-01 1.256e-01 6.348e-04 2.853e-04 1.290e-02 7.365e-05 3.709e-05 1.910e-06 
1.470e-03 1.137e-02 1.398e-01 2.262e-01 5.247e-04 6.529e-04 1.658e-05 8.694e-03 1.015e-06 3.265e-05 
1.509e-02 6.106e-04 2.317e-01 1.233e-01 6.798e-04 4.582e-04 1.374e-02 1.207e-04 4.224e-05 5.816e-06 
8.142e-04 1.132e-02 1.424e-01 2.303e-01 5.357e-04 4.564e-04 3.341e-05 9.805e-03 1.459e-06 4.265e-05 
1.526e-02 2.240e-04 4.379e-02 1.603e-02 2.988e-04 2.309e-04 1.421e-02 1.589e-04 5.081e-05 3.714e-06 
