#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 1.484e-01 3.665e-02 2.890e-01 2.200e-04 1.121e-03 2.588e-03 3.809e-02 1.377e-05 8.644e-05
3.957e-01 5.702e-03 4.132e-01 5.843e-03 8.008e-04 1.001e-04 3.822e-01 5.533e-03 1.752e-04 2.856e-05
1.544e-02 1.073e-01 5.227e-02 2.789e-01 2.948e-04 6.870e-04 1.535e-03 1.726e-02 1.156e-05 5.650e-05
2.861e-01 5.790e-03 4.360e-01 7.893e-03 9.208e-04 1.217e-04 4.088e-02 1.057e-03 1.996e-03 5.133e-05
1.558e-02 6.024e-02 9.644e-02 2.832e-01 5.473e-04 5.896e-04 1.023e-05 2.813e-03 1.031e-06 1.390e-05
1.606e-01 5.842e-03 4.554e-01 1.397e-02 9.139e-04 1.789e-04 1.683e-05 1.271e-04 1.036e-06 2.431e-06
9.023e-03 6.270e-02 6.286e-02 3.031e-01 1.265e-03 8.300e-04 4.207e-06 3.268e-03 5.778e-07 1.710e-05
1.672e-01 3.384e-03 4.658e-01 8.477e-03 1.228e-03 1.833e-04 1.958e-05 8.409e-05 1.355e-06 2.586e-06
1.554e-02 3.983e-02 1.346e-01 2.643e-01 8.815e-04 6.982e-04 1.100e-05 2.319e-03 7.661e-07 1.725e-05
1.062e-01 5.826e-03 4.715e-01 2.126e-02 2.814e-03 4.000e-04 1.673e-05 1.640e-04 9.162e-07 4.131e-06
1.520e-02 2.847e-02 1.688e-01 2.431e-01 3.937e-04 7.545e-04 1.341e-05 1.985e-03 1.037e-06 1.543e-05
7.592e-02 5.700e-03 4.622e-01 2.819e-02 7.377e-04 4.701e-04 1.788e-05 1.735e-04 1.473e-06 3.291e-06
1.551e-02 2.241e-02 1.999e-01 2.213e-01 9.310e-04 6.882e-04 1.469e-05 1.695e-03 1.001e-06 1.064e-05
5.976e-02 5.814e-03 4.479e-01 3.695e-02 8.914e-04 1.726e-04 1.703e-05 2.189e-04 1.447e-06 4.714e-06
2.785e-03 2.718e-02 5.159e-02 3.106e-01 8.195e-04 1.012e-03 4.526e-06 3.419e-03 8.759e-07 1.355e-05
7.248e-02 1.044e-03 4.923e-01 5.755e-03 1.461e-03 1.086e-04 1.816e-05 5.483e-05 1.398e-06 2.387e-06
1.530e-02 1.628e-02 2.356e-01 1.940e-01 1.280e-03 8.925e-04 1.087e-05 1.326e-03 1.141e-06 1.435e-05
4.340e-02 5.736e-03 4.381e-01 4.651e-02 1.292e-03 4.079e-04 1.263e-05 2.722e-04 1.758e-06 4.981e-06
1.510e-02 1.183e-02 2.740e-01 1.671e-01 5.330e-04 9.965e-04 1.494e-05 1.127e-03 1.184e-06 9.087e-06
3.156e-02 5.661e-03 4.148e-01 6.132e-02 6.275e-04 3.692e-04 1.407e-05 3.456e-04 1.610e-06 5.284e-06
1.542e-02 1.016e-02 2.969e-01 1.513e-01 6.550e-04 5.105e-04 1.399e-05 9.998e-04 1.515e-06 8.970e-06
2.708e-02 5.782e-03 4.068e-01 6.965e-02 1.001e-03 4.178e-04 1.504e-05 3.966e-04 9.914e-07 7.661e-06
8.755e-03 1.265e-02 2.066e-01 2.122e-01 7.396e-04 7.214e-04 1.076e-05 1.606e-03 1.643e-06 1.502e-05
3.374e-02 3.283e-03 4.521e-01 3.606e-02 1.395e-03 3.870e-04 1.557e-05 2.098e-04 1.193e-06 5.047e-06
1.525e-02 7.241e-03 3.383e-01 1.231e-01 9.229e-04 4.086e-04 1.744e-05 7.455e-04 9.556e-07 1.061e-05
1.931e-02 5.717e-03 3.815e-01 8.944e-02 1.329e-03 4.537e-04 1.359e-05 5.219e-04 9.241e-07 1.040e-05
1.544e-02 5.791e-03 3.684e-01 1.015e-01 6.800e-04 3.138e-04 1.392e-05 5.909e-04 1.019e-06 7.681e-06
1.581e-03 1.099e-02 8.250e-02 2.926e-01 7.470e-04 5.486e-04 9.419e-06 2.859e-03 9.340e-07 1.513e-05
2.931e-02 5.930e-04 4.844e-01 7.580e-03 9.489e-04 1.991e-04 1.888e-05 4.889e-05 1.314e-06 2.409e-06
1.509e-02 4.467e-03 3.824e-01 8.744e-02 8.787e-04 4.800e-04 1.291e-05 4.994e-04 1.360e-06 6.741e-06
1.191e-02 5.658e-03 3.351e-01 1.210e-01 7.158e-04 5.683e-04 1.101e-05 7.222e-04 1.152e-06 7.224e-06
1.512e-02 3.229e-03 4.096e-01 6.900e-02 9.141e-04 3.902e-04 1.027e-05 3.699e-04 7.384e-07 5.897e-06
8.612e-03 5.672e-03 3.103e-01 1.441e-01 8.834e-04 1.438e-03 1.062e-05 8.969e-04 7.830e-07 1.135e-05
1.527e-02 2.740e-03 4.189e-01 5.891e-02 8.639e-04 2.054e-04 1.152e-05 3.279e-04 6.630e-07 7.317e-06
7.307e-03 5.727e-03 2.887e-01 1.563e-01 5.714e-04 5.524e-04 1.731e-05 9.964e-04 1.921e-06 7.815e-06
1.514e-02 2.001e-03 4.360e-01 4.437e-02 1.607e-03 3.826e-04 1.367e-05 2.459e-04 1.015e-06 6.148e-06
5.337e-03 5.679e-03 2.570e-01 1.773e-01 8.278e-04 9.433e-04 1.268e-05 1.202e-03 1.293e-06 9.576e-06
1.514e-02 1.473e-03 4.527e-01 3.423e-02 9.508e-04 3.263e-04 1.414e-05 1.872e-04 1.261e-06 9.020e-06
3.929e-03 5.679e-03 2.254e-01 2.006e-01 1.223e-03 1.075e-03 1.262e-05 1.413e-03 1.191e-06 1.803e-05
1.517e-02 1.139e-03 4.652e-01 2.607e-02 1.039e-03 3.289e-04 1.015e-05 1.370e-04 9.506e-07 4.625e-06
3.037e-03 5.689e-03 1.968e-01 2.174e-01 1.162e-03 3.679e-04 9.248e-06 1.628e-03 9.571e-07 1.509e-05
1.517e-02 8.322e-04 4.749e-01 1.884e-02 3.966e-04 1.787e-04 1.391e-05 1.007e-04 9.435e-07 5.085e-06
2.219e-03 5.690e-03 1.704e-01 2.370e-01 1.375e-03 7.519e-04 8.707e-06 1.837e-03 8.767e-07 2.538e-05
8.696e-03 3.261e-03 3.668e-01 9.676e-02 7.456e-04 5.004e-04 1.300e-05 5.693e-04 8.696e-07 1.436e-05
1.515e-02 5.511e-04 4.802e-01 1.284e-02 9.340e-04 1.842e-04 1.496e-05 7.463e-05 1.389e-06 3.302e-06
1.470e-03 5.683e-03 1.418e-01 2.543e-01 5.552e-04 5.011e-04 1.420e-05 2.203e-03 4.326e-06 3.491e-05
1.509e-02 3.053e-04 4.846e-01 7.442e-03 6.887e-04 1.518e-04 8.366e-06 3.886e-05 8.901e-07 1.743e-06
8.142e-04 5.658e-03 1.050e-01 2.787e-01 6.616e-04 7.618e-04 8.507e-06 2.607e-03 1.064e-06 1.688e-05
1.526e-02 1.120e-04 4.909e-01 2.691e-03 6.597e-04 1.156e-04 1.338e-05 1.503e-05 9.577e-07 1.124e-06
2.987e-04 5.722e-03 5.598e-02 2.999e-01 3.493e-04 4.955e-04 6.131e-06 3.250e-03 8.971e-07 3.220e-05
1.507e-02 5.708e-05 4.978e-01 1.355e-03 9.475e-04 1.110e-04 1.862e-05 1.111e-05 2.423e-06 1.644e-06
1.522e-04 5.651e-03 3.510e-02 3.033e-01 2.512e-04 8.664e-04 3.021e-06 3.651e-03 6.679e-07 2.580e-05
8.505e-03 2.518e-03 3.904e-01 8.177e-02 6.305e-04 6.740e-04 1.980e-05 4.573e-04 1.990e-06 6.822e-06
6.715e-03 3.189e-03 3.481e-01 1.130e-01 8.243e-04 5.673e-04 1.100e-05 6.637e-04 1.237e-06 1.019e-05
8.896e-03 8.682e-02 4.311e-02 2.977e-01 4.159e-04 6.362e-04 5.985e-06 3.735e-03 7.489e-07 1.619e-05
2.315e-01 3.336e-03 4.542e-01 5.992e-03 1.304e-03 1.387e-04 4.296e-05 6.779e-05 4.449e-06 1.497e-06
