#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 3.957e-01 1.748e-02 1.046e-01 2.402e-04 5.408e-04 1.353e-02 3.884e-01 4.019e-05 1.724e-04 
3.957e-01 1.521e-02 1.033e-01 1.681e-02 2.530e-04 2.385e-04 3.885e-01 1.356e-02 1.179e-04 3.106e-05 
1.544e-02 2.861e-01 1.757e-02 1.073e-01 1.275e-04 3.459e-04 1.344e-02 2.785e-01 3.392e-05 7.991e-05 
2.861e-01 1.544e-02 1.089e-01 1.811e-02 5.147e-04 2.192e-04 2.788e-01 1.348e-02 1.221e-04 2.933e-05 
1.558e-02 1.606e-01 2.147e-02 1.067e-01 1.407e-04 4.816e-04 1.173e-02 1.503e-01 4.434e-05 1.225e-04 
1.606e-01 1.558e-02 1.059e-01 2.099e-02 5.270e-04 1.844e-04 1.503e-01 1.190e-02 1.187e-04 5.646e-05 
1.554e-02 1.062e-01 6.500e-02 1.932e-01 6.803e-04 1.204e-03 1.445e-03 6.900e-02 3.680e-05 1.113e-04 
1.062e-01 1.554e-02 1.954e-01 6.539e-02 3.806e-04 4.679e-04 6.952e-02 1.655e-03 1.105e-04 1.947e-05 
1.520e-02 7.592e-02 9.373e-02 2.225e-01 4.935e-04 8.169e-04 1.685e-04 3.914e-02 2.832e-06 6.056e-05 
7.592e-02 1.520e-02 2.254e-01 9.617e-02 9.041e-04 4.434e-04 3.964e-02 2.754e-04 6.899e-05 5.649e-06 
1.551e-02 5.976e-02 1.121e-01 2.345e-01 0.000e+00 0.000e+00 7.234e-05 2.498e-02 0.000e+00 0.000e+00 
5.976e-02 1.551e-02 2.376e-01 1.135e-01 1.200e-03 9.179e-04 2.505e-02 7.960e-05 4.081e-05 2.525e-06 
1.530e-02 4.340e-02 1.299e-01 2.377e-01 4.213e-04 8.753e-04 8.240e-06 1.230e-02 8.907e-07 3.218e-05 
4.340e-02 1.530e-02 2.409e-01 1.315e-01 8.299e-04 8.687e-04 1.234e-02 1.234e-05 6.154e-05 1.071e-06 
1.510e-02 3.156e-02 1.502e-01 2.428e-01 6.244e-04 4.823e-04 2.682e-06 4.526e-03 4.159e-07 2.241e-05 
3.156e-02 1.510e-02 2.395e-01 1.472e-01 1.155e-03 9.529e-04 4.604e-03 3.499e-06 1.989e-05 5.929e-07 
1.542e-02 2.708e-02 1.593e-01 2.400e-01 0.000e+00 0.000e+00 0.000e+00 1.937e-03 0.000e+00 0.000e+00 
2.708e-02 1.542e-02 2.405e-01 1.605e-01 1.052e-03 4.953e-04 1.951e-03 0.000e+00 1.057e-05 0.000e+00 
1.525e-02 1.931e-02 1.880e-01 2.292e-01 5.250e-04 6.433e-04 0.000e+00 5.933e-05 0.000e+00 2.313e-06 
1.931e-02 1.525e-02 2.256e-01 1.862e-01 7.493e-04 5.914e-04 6.607e-05 0.000e+00 2.345e-06 0.000e+00 
1.544e-02 1.544e-02 2.089e-01 2.093e-01 7.487e-04 5.700e-04 5.195e-07 3.516e-07 1.849e-07 2.026e-07 
1.544e-02 1.544e-02 2.089e-01 2.093e-01 7.487e-04 5.700e-04 5.195e-07 3.516e-07 1.849e-07 2.026e-07 
1.509e-02 1.191e-02 2.260e-01 1.852e-01 7.540e-04 8.659e-04 5.805e-05 0.000e+00 2.580e-06 0.000e+00 
1.191e-02 1.509e-02 1.866e-01 2.263e-01 6.483e-04 7.290e-04 0.000e+00 5.508e-05 0.000e+00 2.107e-06 
1.512e-02 8.612e-03 2.377e-01 1.621e-01 1.043e-03 7.979e-04 1.436e-03 0.000e+00 1.230e-05 0.000e+00 
8.612e-03 1.512e-02 1.608e-01 2.354e-01 5.153e-04 5.747e-04 0.000e+00 1.454e-03 0.000e+00 1.052e-05 
1.527e-02 7.307e-03 2.392e-01 1.547e-01 9.102e-04 7.907e-04 2.844e-03 1.174e-06 1.637e-05 3.079e-07 
7.307e-03 1.527e-02 1.552e-01 2.390e-01 0.000e+00 0.000e+00 2.318e-07 2.794e-03 0.000e+00 0.000e+00 
1.514e-02 5.337e-03 2.421e-01 1.469e-01 8.050e-04 5.619e-04 5.383e-03 2.235e-06 1.549e-05 5.444e-07 
5.337e-03 1.514e-02 1.464e-01 2.405e-01 6.375e-04 7.407e-04 4.197e-06 5.347e-03 5.611e-07 2.127e-05 
1.514e-02 3.929e-03 2.414e-01 1.396e-01 5.987e-04 6.227e-04 7.564e-03 4.121e-06 5.093e-05 1.137e-06 
3.929e-03 1.514e-02 1.416e-01 2.430e-01 0.000e+00 0.000e+00 4.951e-06 7.566e-03 0.000e+00 0.000e+00 
1.517e-02 3.037e-03 2.402e-01 1.372e-01 5.962e-04 7.783e-04 9.046e-03 1.373e-05 4.831e-05 1.173e-06 
3.037e-03 1.517e-02 1.383e-01 2.414e-01 4.608e-04 8.305e-04 6.166e-06 9.176e-03 8.604e-07 3.643e-05 
1.517e-02 2.219e-03 2.413e-01 1.349e-01 7.134e-04 2.992e-04 1.049e-02 1.855e-05 3.595e-05 1.136e-06 
2.219e-03 1.517e-02 1.363e-01 2.453e-01 0.000e+00 0.000e+00 7.247e-06 1.066e-02 0.000e+00 0.000e+00 
1.515e-02 1.470e-03 2.399e-01 1.324e-01 6.689e-04 2.799e-04 1.196e-02 2.008e-05 4.833e-05 4.344e-06 
1.470e-03 1.515e-02 1.367e-01 2.465e-01 3.921e-04 7.397e-04 1.639e-05 1.224e-02 4.328e-06 1.061e-04 
1.509e-02 8.142e-04 2.452e-01 1.351e-01 8.518e-04 7.166e-04 1.330e-02 1.886e-05 5.907e-05 1.333e-06 
8.142e-04 1.509e-02 1.340e-01 2.450e-01 3.109e-04 6.465e-04 2.652e-05 1.329e-02 4.693e-06 7.396e-05 
1.526e-02 2.987e-04 2.328e-01 1.262e-01 8.067e-04 4.569e-04 1.452e-02 4.950e-05 6.910e-05 1.705e-06 
2.987e-04 1.526e-02 1.273e-01 2.349e-01 2.603e-04 5.789e-04 4.504e-05 1.444e-02 1.789e-06 4.128e-05 
1.507e-02 1.522e-04 5.096e-02 1.998e-02 4.354e-04 2.866e-04 1.398e-02 1.034e-04 3.810e-05 3.504e-06 
1.522e-04 1.507e-02 2.032e-02 5.217e-02 0.000e+00 0.000e+00 8.737e-05 1.394e-02 0.000e+00 0.000e+00 
8.896e-03 2.315e-01 1.193e-02 6.699e-02 1.260e-04 3.066e-04 7.351e-03 2.240e-01 2.453e-05 6.737e-05 
2.315e-01 8.896e-03 6.676e-02 1.224e-02 5.807e-04 1.815e-04 2.241e-01 7.353e-03 1.309e-04 2.205e-05 
9.023e-03 1.672e-01 1.198e-02 6.605e-02 0.000e+00 0.000e+00 7.171e-03 1.600e-01 0.000e+00 0.000e+00 
1.672e-01 9.023e-03 6.693e-02 1.189e-02 0.000e+00 0.000e+00 1.590e-01 6.986e-03 0.000e+00 0.000e+00 
9.090e-03 9.373e-02 6.006e-02 1.865e-01 9.744e-04 1.749e-03 2.185e-03 7.421e-02 2.035e-05 8.418e-05 
9.373e-02 9.090e-03 1.858e-01 5.940e-02 8.972e-04 5.671e-04 7.405e-02 2.210e-03 9.656e-05 1.588e-05 
8.926e-03 6.103e-02 9.594e-02 2.268e-01 5.534e-04 9.846e-04 2.195e-04 3.951e-02 8.201e-06 4.481e-05 
6.103e-02 8.926e-03 2.263e-01 9.684e-02 5.434e-04 4.369e-04 3.976e-02 2.621e-04 9.551e-05 5.511e-06 
8.568e-03 4.280e-02 1.124e-01 2.333e-01 0.000e+00 0.000e+00 6.142e-05 2.347e-02 0.000e+00 0.000e+00 
4.280e-02 8.568e-03 2.392e-01 1.171e-01 1.585e-03 7.801e-04 2.368e-02 6.599e-05 4.905e-05 1.924e-06 
8.755e-03 3.374e-02 1.249e-01 2.384e-01 0.000e+00 0.000e+00 1.313e-05 1.517e-02 0.000e+00 0.000e+00 
3.374e-02 8.755e-03 2.411e-01 1.276e-01 6.304e-04 4.679e-04 1.532e-02 2.317e-05 4.807e-05 2.323e-06 
8.752e-03 2.483e-02 1.414e-01 2.432e-01 7.790e-04 1.230e-03 3.594e-06 7.887e-03 5.260e-07 3.928e-05 
2.483e-02 8.752e-03 2.442e-01 1.425e-01 6.361e-04 4.384e-04 7.941e-03 4.742e-06 3.568e-05 6.200e-07 
8.511e-03 1.779e-02 1.550e-01 2.422e-01 7.664e-04 4.389e-04 8.277e-07 3.139e-03 2.264e-07 1.407e-05 
1.779e-02 8.511e-03 2.395e-01 1.538e-01 5.437e-04 5.330e-04 3.157e-03 1.337e-06 1.925e-05 3.186e-07 
8.832e-03 1.551e-02 1.624e-01 2.389e-01 6.859e-04 5.265e-04 2.657e-07 1.445e-03 1.442e-07 1.407e-05 
1.551e-02 8.832e-03 2.378e-01 1.635e-01 4.814e-04 5.744e-04 1.440e-03 4.394e-07 1.272e-05 1.957e-07 
8.616e-03 1.091e-02 1.887e-01 2.275e-01 0.000e+00 0.000e+00 0.000e+00 5.994e-05 0.000e+00 0.000e+00 
1.091e-02 8.616e-03 2.268e-01 1.862e-01 7.685e-04 6.998e-04 5.845e-05 0.000e+00 2.303e-06 0.000e+00 
8.696e-03 8.696e-03 2.102e-01 2.098e-01 3.509e-04 4.565e-04 1.656e-06 9.587e-07 4.045e-07 3.152e-07 
8.696e-03 8.696e-03 2.102e-01 2.098e-01 3.509e-04 4.565e-04 1.656e-06 9.587e-07 4.045e-07 3.152e-07 
8.505e-03 6.715e-03 2.253e-01 1.858e-01 1.018e-03 5.398e-04 5.278e-05 0.000e+00 2.461e-06 0.000e+00 
6.715e-03 8.505e-03 1.866e-01 2.275e-01 9.549e-04 8.927e-04 7.260e-07 6.260e-05 3.063e-07 3.102e-06 
8.536e-03 4.860e-03 2.363e-01 1.663e-01 0.000e+00 0.000e+00 1.063e-03 0.000e+00 0.000e+00 0.000e+00 
4.860e-03 8.536e-03 1.664e-01 2.362e-01 6.363e-04 1.278e-03 6.275e-07 1.072e-03 2.800e-07 1.963e-05 
8.694e-03 4.159e-03 2.382e-01 1.599e-01 1.028e-03 5.486e-04 2.001e-03 6.865e-07 1.735e-05 2.603e-07 
4.159e-03 8.694e-03 1.592e-01 2.373e-01 6.296e-04 8.777e-04 1.489e-06 1.934e-03 2.894e-07 1.506e-05 
8.590e-03 3.028e-03 2.393e-01 1.539e-01 1.101e-03 9.386e-04 3.368e-03 1.550e-06 1.513e-05 4.137e-07 
3.028e-03 8.590e-03 1.541e-01 2.405e-01 0.000e+00 0.000e+00 0.000e+00 3.312e-03 0.000e+00 0.000e+00 
8.529e-03 2.213e-03 2.423e-01 1.504e-01 3.607e-04 3.829e-04 4.458e-03 2.050e-06 2.742e-05 3.734e-07 
2.213e-03 8.529e-03 1.499e-01 2.426e-01 7.512e-04 8.223e-04 1.210e-06 4.495e-03 3.041e-07 3.547e-05 
8.612e-03 1.724e-03 2.378e-01 1.460e-01 0.000e+00 0.000e+00 5.355e-03 3.848e-06 0.000e+00 0.000e+00 
1.724e-03 8.612e-03 1.460e-01 2.405e-01 5.392e-04 8.024e-04 3.688e-06 5.405e-03 5.906e-07 5.570e-05 
8.681e-03 1.270e-03 2.447e-01 1.468e-01 1.319e-03 1.016e-03 6.288e-03 6.078e-06 2.214e-05 1.404e-06 
