#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 3.463e-01 1.695e-02 8.846e-02 2.502e-04 3.486e-04 1.340e-02 3.385e-01 2.968e-05 1.369e-04 
3.957e-01 1.330e-02 8.337e-02 1.536e-02 3.678e-04 2.040e-04 3.881e-01 1.185e-02 1.442e-04 2.930e-05 
1.544e-02 2.503e-01 1.824e-02 9.717e-02 1.859e-04 6.116e-04 1.329e-02 2.428e-01 3.869e-05 8.158e-05 
2.861e-01 1.351e-02 8.751e-02 1.476e-02 3.683e-04 1.093e-04 2.788e-01 1.183e-02 1.208e-04 3.387e-05 
1.558e-02 1.406e-01 2.231e-02 9.772e-02 2.059e-04 4.185e-04 1.093e-02 1.284e-01 2.817e-05 1.022e-04 
1.606e-01 1.363e-02 9.166e-02 1.770e-02 4.856e-04 3.120e-04 1.517e-01 1.078e-02 1.373e-04 3.934e-05 
1.554e-02 9.295e-02 7.588e-02 1.988e-01 4.975e-04 8.268e-04 8.990e-04 5.651e-02 2.405e-05 1.232e-04 
1.062e-01 1.359e-02 1.653e-01 5.020e-02 9.061e-04 3.906e-04 7.934e-02 3.876e-03 9.355e-05 2.754e-05 
1.520e-02 6.643e-02 1.032e-01 2.235e-01 6.453e-04 6.430e-04 1.688e-04 3.229e-02 5.551e-06 6.653e-05 
7.592e-02 1.330e-02 2.185e-01 8.792e-02 8.770e-04 7.258e-04 4.340e-02 4.669e-04 7.492e-05 1.039e-05 
1.551e-02 5.229e-02 1.208e-01 2.314e-01 0.000e+00 0.000e+00 4.615e-05 1.979e-02 0.000e+00 0.000e+00 
5.976e-02 1.357e-02 2.294e-01 1.054e-01 3.886e-04 5.387e-04 2.846e-02 1.750e-04 4.621e-05 3.655e-06 
1.530e-02 3.798e-02 1.372e-01 2.357e-01 6.175e-04 6.763e-04 5.477e-06 9.251e-03 9.018e-07 2.229e-05 
4.340e-02 1.338e-02 2.363e-01 1.244e-01 6.167e-04 5.071e-04 1.520e-02 2.617e-05 4.333e-05 1.811e-06 
1.510e-02 2.761e-02 1.602e-01 2.382e-01 4.908e-04 7.699e-04 1.564e-06 2.999e-03 4.234e-07 1.401e-05 
3.156e-02 1.321e-02 2.413e-01 1.428e-01 9.111e-04 8.552e-04 6.598e-03 7.574e-06 2.368e-05 5.750e-07 
1.542e-02 2.370e-02 1.662e-01 2.282e-01 6.044e-04 6.968e-04 3.723e-07 1.044e-03 1.739e-07 1.414e-05 
2.708e-02 1.349e-02 2.375e-01 1.498e-01 7.381e-04 5.102e-04 3.508e-03 3.216e-06 1.919e-05 6.777e-07 
1.525e-02 1.689e-02 1.963e-01 2.122e-01 7.172e-04 6.921e-04 0.000e+00 1.016e-05 0.000e+00 9.290e-07 
1.931e-02 1.334e-02 2.278e-01 1.705e-01 4.499e-04 7.516e-04 3.743e-04 8.198e-08 6.204e-06 5.807e-08 
1.544e-02 1.351e-02 2.180e-01 1.960e-01 1.098e-03 6.800e-04 8.427e-06 9.264e-08 9.593e-07 6.552e-08 
1.544e-02 1.351e-02 2.180e-01 1.960e-01 1.098e-03 6.800e-04 8.427e-06 9.264e-08 9.593e-07 6.552e-08 
1.509e-02 1.042e-02 2.284e-01 1.727e-01 2.827e-04 3.487e-04 3.711e-04 9.976e-07 7.898e-06 3.610e-07 
1.191e-02 1.320e-02 1.970e-01 2.132e-01 8.259e-04 8.576e-04 0.000e+00 1.128e-05 0.000e+00 1.183e-06 
1.512e-02 7.535e-03 2.344e-01 1.538e-01 5.663e-04 3.337e-04 2.436e-03 1.900e-06 1.874e-05 5.997e-07 
