#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 1.484e-01 2.027e-02 4.370e-02 1.821e-04 4.457e-04 1.191e-02 1.407e-01 4.155e-05 1.156e-04 
3.957e-01 5.702e-03 4.099e-01 5.928e-03 4.508e-04 1.256e-04 3.834e-01 5.557e-03 1.642e-04 2.861e-05 
1.544e-02 1.073e-01 2.004e-02 4.402e-02 3.050e-04 3.827e-04 1.173e-02 9.961e-02 4.268e-05 8.528e-05 
2.861e-01 5.790e-03 3.326e-01 6.202e-03 6.052e-04 1.808e-04 1.023e-01 2.200e-03 3.995e-04 1.034e-05 
1.558e-02 6.024e-02 7.169e-02 1.165e-01 4.857e-04 9.417e-04 4.423e-03 4.157e-02 5.241e-05 7.488e-05 
1.606e-01 5.842e-03 3.690e-01 1.275e-02 9.763e-04 1.237e-04 4.496e-03 1.905e-04 1.052e-03 3.919e-05 
1.554e-02 3.983e-02 1.135e-01 1.496e-01 6.566e-04 4.972e-04 1.021e-03 1.902e-02 8.543e-06 4.323e-05 
1.062e-01 5.826e-03 3.656e-01 1.895e-02 1.944e-03 2.420e-04 1.250e-04 2.525e-05 2.838e-06 1.315e-06 
1.520e-02 2.847e-02 1.384e-01 1.574e-01 7.147e-04 5.854e-04 3.352e-04 1.014e-02 7.092e-06 3.349e-05 
7.592e-02 5.700e-03 3.708e-01 2.652e-02 9.468e-04 2.533e-04 1.461e-04 4.094e-05 3.431e-06 1.829e-06 
1.551e-02 2.241e-02 1.579e-01 1.568e-01 9.608e-04 7.724e-04 1.652e-04 5.904e-03 2.959e-06 2.610e-05 
5.976e-02 5.814e-03 3.632e-01 3.202e-02 8.379e-04 1.759e-04 1.343e-04 5.852e-05 3.029e-06 2.001e-06 
1.530e-02 1.628e-02 1.817e-01 1.492e-01 9.139e-04 6.916e-04 8.664e-05 2.982e-03 4.297e-06 1.538e-05 
4.340e-02 5.736e-03 3.468e-01 4.317e-02 6.498e-04 4.680e-04 1.308e-04 7.683e-05 7.204e-06 4.086e-06 
1.510e-02 1.183e-02 2.115e-01 1.370e-01 6.437e-04 5.935e-04 6.876e-05 1.478e-03 2.362e-06 1.282e-05 
3.156e-02 5.661e-03 3.280e-01 5.481e-02 4.136e-04 2.321e-04 1.045e-04 1.193e-04 3.426e-06 3.841e-06 
1.542e-02 1.016e-02 2.284e-01 1.280e-01 5.402e-04 6.928e-04 7.553e-05 1.021e-03 3.433e-06 1.099e-05 
2.708e-02 5.782e-03 3.164e-01 6.374e-02 9.859e-04 4.028e-04 1.111e-04 1.370e-04 3.536e-06 4.031e-06 
1.525e-02 7.241e-03 2.562e-01 1.079e-01 8.313e-04 4.603e-04 8.008e-05 5.318e-04 2.437e-06 5.771e-06 
1.931e-02 5.717e-03 3.000e-01 8.061e-02 7.720e-04 4.409e-04 1.004e-04 2.411e-04 2.266e-06 3.820e-06 
1.544e-02 5.791e-03 2.815e-01 9.473e-02 8.289e-04 4.040e-04 8.967e-05 3.459e-04 3.981e-06 4.145e-06 
1.544e-02 5.791e-03 2.815e-01 9.473e-02 8.289e-04 4.040e-04 8.967e-05 3.459e-04 3.981e-06 4.145e-06 
1.509e-02 4.467e-03 2.957e-01 7.874e-02 7.111e-04 4.923e-04 9.683e-05 2.450e-04 2.366e-06 4.889e-06 
1.191e-02 5.658e-03 2.585e-01 1.069e-01 0.000e+00 0.000e+00 8.394e-05 5.191e-04 0.000e+00 0.000e+00 
1.512e-02 3.229e-03 3.186e-01 6.121e-02 0.000e+00 0.000e+00 1.250e-04 1.371e-04 0.000e+00 0.000e+00 
8.612e-03 5.672e-03 2.304e-01 1.215e-01 1.144e-03 3.454e-04 8.160e-05 8.954e-04 2.458e-06 1.289e-05 
