#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 9.894e-02 2.189e-02 3.223e-02 0.000e+00 0.000e+00 1.203e-02 9.276e-02 0.000e+00 0.000e+00 
3.957e-01 3.801e-03 2.610e-02 8.334e-03 0.000e+00 0.000e+00 3.881e-01 3.635e-03 0.000e+00 0.000e+00 
1.544e-02 7.153e-02 2.250e-02 3.294e-02 0.000e+00 0.000e+00 1.198e-02 6.575e-02 0.000e+00 0.000e+00 
2.861e-01 3.860e-03 2.639e-02 8.631e-03 0.000e+00 0.000e+00 2.793e-01 3.666e-03 0.000e+00 0.000e+00 
1.558e-02 4.016e-02 2.371e-02 3.251e-02 0.000e+00 0.000e+00 1.088e-02 3.368e-02 0.000e+00 0.000e+00 
1.606e-01 3.895e-03 2.604e-02 8.614e-03 0.000e+00 0.000e+00 1.545e-01 3.565e-03 0.000e+00 0.000e+00 
1.554e-02 2.656e-02 6.677e-02 7.619e-02 0.000e+00 0.000e+00 3.616e-03 1.207e-02 0.000e+00 0.000e+00 
1.062e-01 3.884e-03 2.707e-02 9.129e-03 0.000e+00 0.000e+00 1.010e-01 3.475e-03 0.000e+00 0.000e+00 
1.520e-02 1.898e-02 9.667e-02 9.714e-02 0.000e+00 0.000e+00 1.266e-03 4.427e-03 0.000e+00 0.000e+00 
7.592e-02 3.800e-03 2.678e-02 9.346e-03 0.000e+00 0.000e+00 7.152e-02 3.357e-03 0.000e+00 0.000e+00 
1.551e-02 1.494e-02 1.101e-01 9.919e-02 0.000e+00 0.000e+00 9.506e-04 1.884e-03 0.000e+00 0.000e+00 
5.976e-02 3.876e-03 2.753e-02 9.733e-03 0.000e+00 0.000e+00 5.565e-02 3.398e-03 0.000e+00 0.000e+00 
1.530e-02 1.085e-02 1.266e-01 9.399e-02 0.000e+00 0.000e+00 1.581e-03 1.037e-03 0.000e+00 0.000e+00 
