#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 2.968e-01 2.221e-02 3.821e-01 1.067e-03 2.251e-03 3.295e-03 6.963e-02 1.236e-04 2.236e-03
3.957e-01 1.140e-02 4.176e-01 1.190e-02 1.049e-03 1.891e-04 3.821e-01 1.093e-02 1.349e-04 6.375e-05
1.544e-02 2.146e-01 3.254e-02 4.219e-01 5.435e-04 1.207e-03 2.566e-03 4.052e-02 1.103e-05 5.879e-04
2.861e-01 1.158e-02 4.238e-01 1.688e-02 1.828e-03 1.673e-04 3.922e-02 1.574e-03 2.682e-03 9.502e-05
1.558e-02 1.205e-01 5.944e-02 4.085e-01 4.926e-04 2.270e-03 2.302e-06 1.275e-04 6.536e-07 3.087e-06
1.606e-01 1.168e-02 4.427e-01 3.072e-02 6.061e-04 4.161e-04 2.201e-05 1.167e-05 1.028e-06 8.610e-07
9.023e-03 1.254e-01 3.316e-02 4.285e-01 4.132e-04 8.961e-04 1.367e-06 1.402e-04 3.727e-07 2.636e-06
1.672e-01 6.767e-03 4.590e-01 1.824e-02 5.770e-04 1.690e-04 2.381e-05 6.948e-06 1.543e-06 1.041e-06
1.554e-02 7.967e-02 8.176e-02 3.991e-01 7.354e-04 4.985e-04 2.983e-06 1.265e-04 7.884e-07 2.510e-06
1.062e-01 1.165e-02 4.488e-01 4.726e-02 1.067e-03 3.775e-04 2.374e-05 1.711e-05 1.344e-06 1.098e-06
1.520e-02 5.694e-02 1.063e-01 3.750e-01 6.749e-04 1.047e-03 3.147e-06 1.044e-04 6.059e-07 3.815e-06
7.592e-02 1.140e-02 4.371e-01 6.196e-02 1.351e-03 3.888e-04 2.017e-05 2.200e-05 1.670e-06 1.417e-06
1.551e-02 4.482e-02 1.249e-01 3.573e-01 1.114e-03 8.721e-04 3.093e-06 1.038e-04 5.732e-07 3.339e-06
5.976e-02 1.163e-02 4.156e-01 7.947e-02 5.181e-04 4.152e-04 2.277e-05 2.622e-05 1.570e-06 1.473e-06
2.785e-03 5.436e-02 2.555e-02 4.510e-01 3.888e-04 8.208e-04 0.000e+00 1.126e-04 0.000e+00 3.095e-06
7.248e-02 2.089e-03 4.801e-01 1.394e-02 1.136e-03 1.975e-04 2.798e-05 6.444e-06 1.580e-06 7.037e-07
1.530e-02 3.255e-02 1.640e-01 3.173e-01 8.311e-04 7.915e-04 2.590e-06 8.625e-05 4.073e-07 3.229e-06
4.340e-02 1.147e-02 3.934e-01 1.010e-01 7.456e-04 7.576e-04 1.706e-05 2.638e-05 1.951e-06 1.636e-06
