#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 3.957e-01 1.671e-02 1.016e-01 0.000e+00 0.000e+00 1.373e-02 3.881e-01 0.000e+00 0.000e+00 
3.957e-01 1.521e-02 4.122e-01 1.624e-02 5.533e-04 2.865e-04 3.847e-01 1.456e-02 2.007e-04 3.474e-05 
1.544e-02 2.861e-01 1.760e-02 1.067e-01 0.000e+00 0.000e+00 1.337e-02 2.787e-01 0.000e+00 0.000e+00 
2.861e-01 1.544e-02 3.152e-01 1.711e-02 2.440e-03 4.478e-04 1.880e-01 9.741e-03 1.923e-02 1.167e-03 
1.558e-02 1.606e-01 2.119e-02 1.040e-01 2.360e-04 4.980e-04 1.199e-02 1.507e-01 3.825e-05 7.702e-05 
1.606e-01 1.558e-02 3.582e-01 3.671e-02 8.845e-04 2.277e-04 5.412e-03 4.365e-04 1.607e-04 2.247e-05 
1.554e-02 1.062e-01 6.142e-02 1.847e-01 4.589e-04 9.323e-04 1.812e-03 7.022e-02 3.776e-05 1.575e-04 
1.062e-01 1.554e-02 3.475e-01 5.347e-02 0.000e+00 0.000e+00 1.066e-04 0.000e+00 0.000e+00 0.000e+00 
1.520e-02 7.592e-02 9.581e-02 2.223e-01 9.916e-04 1.171e-03 3.158e-04 4.063e-02 2.207e-05 8.579e-05 
7.592e-02 1.520e-02 3.491e-01 7.285e-02 1.030e-03 3.969e-04 1.123e-04 0.000e+00 3.917e-06 0.000e+00 
1.551e-02 5.976e-02 1.125e-01 2.294e-01 2.070e-04 6.626e-04 9.011e-05 2.607e-02 3.353e-06 4.195e-05 
5.976e-02 1.551e-02 3.285e-01 8.928e-02 7.180e-04 4.749e-04 9.075e-05 1.496e-07 2.256e-06 1.060e-07 
1.530e-02 4.340e-02 1.333e-01 2.352e-01 4.686e-04 8.216e-04 1.958e-05 1.359e-02 1.370e-06 3.086e-05 
4.340e-02 1.530e-02 3.109e-01 1.118e-01 9.943e-04 7.693e-04 7.900e-05 0.000e+00 4.649e-06 0.000e+00 
1.510e-02 3.156e-02 1.537e-01 2.384e-01 0.000e+00 0.000e+00 4.560e-06 5.701e-03 0.000e+00 0.000e+00 
3.156e-02 1.510e-02 2.889e-01 1.395e-01 7.571e-04 6.283e-04 4.811e-05 2.572e-06 1.481e-06 5.212e-07 
1.542e-02 2.708e-02 1.642e-01 2.340e-01 5.483e-04 5.779e-04 3.453e-06 3.057e-03 5.859e-07 1.486e-05 
2.708e-02 1.542e-02 2.724e-01 1.541e-01 4.483e-04 1.188e-03 3.517e-05 5.192e-06 2.425e-06 7.165e-07 
1.525e-02 1.931e-02 1.930e-01 2.199e-01 9.439e-04 1.019e-03 1.823e-06 5.247e-04 3.345e-07 5.754e-06 
1.931e-02 1.525e-02 2.388e-01 1.842e-01 0.000e+00 0.000e+00 1.207e-05 1.637e-05 0.000e+00 0.000e+00 
1.544e-02 1.544e-02 2.140e-01 2.038e-01 7.017e-04 4.177e-04 4.366e-06 9.715e-05 6.933e-07 2.668e-06 
1.544e-02 1.544e-02 2.140e-01 2.038e-01 7.017e-04 4.177e-04 4.366e-06 9.715e-05 6.933e-07 2.668e-06 
1.509e-02 1.191e-02 2.405e-01 1.842e-01 6.542e-04 6.541e-04 1.214e-05 1.689e-05 1.705e-06 1.287e-06 
1.191e-02 1.509e-02 1.909e-01 2.194e-01 3.522e-04 5.239e-04 1.175e-06 4.644e-04 3.209e-07 8.392e-06 
1.512e-02 8.612e-03 2.720e-01 1.537e-01 8.617e-04 7.273e-04 3.575e-05 3.628e-06 1.545e-06 6.593e-07 
8.612e-03 1.512e-02 1.690e-01 2.304e-01 7.083e-04 6.592e-04 2.458e-06 2.265e-03 5.376e-07 1.278e-05 
1.527e-02 7.307e-03 2.844e-01 1.390e-01 9.195e-04 5.227e-04 5.588e-05 6.978e-07 1.951e-06 1.878e-07 
7.307e-03 1.527e-02 1.599e-01 2.321e-01 6.921e-04 7.031e-04 2.476e-06 3.570e-03 5.284e-07 1.738e-05 
1.514e-02 5.337e-03 3.096e-01 1.137e-01 6.899e-04 5.154e-04 7.453e-05 8.800e-08 2.042e-06 5.144e-08 
5.337e-03 1.514e-02 1.532e-01 2.369e-01 6.230e-04 6.760e-04 6.145e-06 5.928e-03 7.997e-07 2.979e-05 
1.514e-02 3.929e-03 3.340e-01 9.060e-02 8.850e-04 7.167e-04 1.029e-04 5.585e-07 2.346e-06 2.165e-07 
3.929e-03 1.514e-02 1.460e-01 2.357e-01 7.289e-04 1.057e-03 6.019e-06 7.920e-03 1.088e-06 6.914e-05 
1.517e-02 3.037e-03 3.431e-01 7.277e-02 1.268e-03 3.109e-04 1.120e-04 4.338e-07 3.284e-06 2.619e-07 
3.037e-03 1.517e-02 1.445e-01 2.379e-01 0.000e+00 0.000e+00 8.673e-06 9.335e-03 0.000e+00 0.000e+00 
1.517e-02 2.219e-03 3.609e-01 5.572e-02 1.096e-03 3.795e-04 1.319e-04 0.000e+00 6.481e-06 0.000e+00 
2.219e-03 1.517e-02 1.413e-01 2.395e-01 4.536e-04 4.486e-04 1.291e-05 1.070e-02 1.070e-06 6.373e-05 
1.515e-02 1.470e-03 3.704e-01 4.010e-02 7.016e-04 4.357e-04 1.536e-04 0.000e+00 8.073e-06 0.000e+00 
1.470e-03 1.515e-02 1.406e-01 2.398e-01 0.000e+00 0.000e+00 2.598e-05 1.244e-02 0.000e+00 0.000e+00 
1.509e-02 8.142e-04 3.810e-01 2.528e-02 7.208e-04 3.696e-04 1.561e-04 0.000e+00 3.774e-06 0.000e+00 
8.142e-04 1.509e-02 1.411e-01 2.422e-01 2.193e-04 6.764e-04 2.669e-05 1.337e-02 2.884e-06 3.890e-05 
1.526e-02 2.987e-04 3.911e-01 8.659e-03 7.551e-04 2.712e-04 1.738e-04 0.000e+00 7.233e-06 0.000e+00 
2.987e-04 1.526e-02 1.289e-01 2.270e-01 6.049e-04 5.183e-04 7.384e-05 1.458e-02 3.206e-06 3.122e-05 
1.507e-02 1.522e-04 4.002e-01 4.704e-03 9.263e-04 2.039e-04 1.622e-04 0.000e+00 4.886e-06 0.000e+00 
1.522e-04 1.507e-02 1.871e-02 4.684e-02 2.147e-04 3.138e-04 1.044e-04 1.408e-02 3.454e-06 3.756e-05 
8.896e-03 2.315e-01 1.176e-02 6.628e-02 0.000e+00 0.000e+00 7.333e-03 2.241e-01 0.000e+00 0.000e+00 
2.315e-01 8.896e-03 3.635e-01 1.504e-02 5.435e-04 4.384e-04 1.831e-02 5.974e-04 1.494e-04 1.323e-05 
9.023e-03 1.672e-01 1.114e-02 6.349e-02 1.289e-04 3.345e-04 6.912e-03 1.591e-01 3.015e-05 9.147e-05 
1.672e-01 9.023e-03 3.676e-01 2.284e-02 6.956e-04 5.815e-04 1.481e-03 5.517e-05 4.794e-05 2.280e-06 
9.090e-03 9.373e-02 5.916e-02 1.819e-01 3.532e-04 6.641e-04 2.629e-03 7.583e-02 1.271e-05 5.258e-05 
9.373e-02 9.090e-03 3.747e-01 3.836e-02 0.000e+00 0.000e+00 1.229e-04 0.000e+00 0.000e+00 0.000e+00 
8.926e-03 6.103e-02 9.874e-02 2.251e-01 4.264e-04 5.201e-04 3.326e-04 4.018e-02 7.808e-06 5.744e-05 
6.103e-02 8.926e-03 3.599e-01 5.519e-02 1.076e-03 2.506e-04 1.273e-04 0.000e+00 4.160e-06 0.000e+00 
8.568e-03 4.280e-02 1.161e-01 2.322e-01 5.824e-04 7.383e-04 8.032e-05 2.403e-02 4.768e-06 5.812e-05 
4.280e-02 8.568e-03 3.439e-01 7.396e-02 8.933e-04 4.694e-04 1.295e-04 0.000e+00 3.916e-06 0.000e+00 
8.755e-03 3.374e-02 1.286e-01 2.352e-01 5.297e-04 8.392e-04 2.531e-05 1.590e-02 2.219e-06 4.097e-05 
3.374e-02 8.755e-03 3.279e-01 8.837e-02 0.000e+00 0.000e+00 1.171e-04 1.452e-06 0.000e+00 0.000e+00 
8.752e-03 2.483e-02 1.431e-01 2.357e-01 5.266e-04 6.164e-04 1.183e-05 8.783e-03 1.285e-06 3.818e-05 
2.483e-02 8.752e-03 3.095e-01 1.113e-01 0.000e+00 0.000e+00 7.888e-05 0.000e+00 0.000e+00 0.000e+00 
8.511e-03 1.779e-02 1.591e-01 2.342e-01 5.017e-04 7.026e-04 4.007e-06 3.923e-03 4.405e-07 1.364e-05 
1.779e-02 8.511e-03 2.862e-01 1.372e-01 0.000e+00 0.000e+00 4.991e-05 8.258e-07 0.000e+00 0.000e+00 
8.832e-03 1.551e-02 1.680e-01 2.284e-01 0.000e+00 0.000e+00 7.353e-08 2.316e-03 0.000e+00 0.000e+00 
1.551e-02 8.832e-03 2.704e-01 1.533e-01 0.000e+00 0.000e+00 3.541e-05 2.046e-06 0.000e+00 0.000e+00 
