#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 3.957e-01 1.519e-02 4.153e-01 1.243e-04 7.427e-04 1.455e-02 3.822e-01 8.428e-05 2.618e-04
3.957e-01 1.521e-02 4.138e-01 1.721e-02 6.062e-04 1.487e-04 3.834e-01 1.445e-02 1.356e-04 4.882e-05
1.544e-02 2.861e-01 2.305e-02 4.174e-01 5.881e-04 8.682e-04 2.635e-03 4.996e-02 1.149e-05 4.432e-05
2.861e-01 1.544e-02 4.254e-01 2.470e-02 1.025e-03 3.708e-04 4.159e-02 2.260e-03 2.324e-03 1.323e-04
1.558e-02 1.606e-01 4.417e-02 4.397e-01 4.343e-04 1.064e-03 1.624e-06 2.182e-05 2.670e-07 9.285e-07
1.606e-01 1.558e-02 4.342e-01 4.146e-02 6.942e-04 6.332e-04 2.502e-05 1.085e-06 1.440e-06 2.642e-07
9.023e-03 1.672e-01 2.733e-02 4.490e-01 6.890e-04 1.239e-03 7.868e-07 2.682e-05 2.449e-07 1.187e-06
1.672e-01 9.023e-03 4.539e-01 2.414e-02 1.273e-03 3.776e-04 2.348e-05 5.594e-07 1.318e-06 2.131e-07
1.554e-02 1.062e-01 6.033e-02 4.324e-01 3.129e-04 5.995e-04 1.524e-06 1.844e-05 3.804e-07 1.143e-06
1.062e-01 1.554e-02 4.390e-01 6.424e-02 1.234e-03 1.120e-03 2.718e-05 1.885e-06 1.412e-06 3.381e-07
1.520e-02 7.592e-02 8.306e-02 4.177e-01 5.746e-04 8.613e-04 2.167e-06 2.608e-05 4.965e-07 1.735e-06
7.592e-02 1.520e-02 4.174e-01 8.376e-02 1.497e-03 6.979e-04 2.023e-05 3.053e-06 1.497e-06 8.851e-07
1.551e-02 5.976e-02 1.021e-01 3.964e-01 1.316e-03 9.013e-04 5.153e-06 1.782e-05 7.854e-07 1.366e-06
5.976e-02 1.551e-02 3.960e-01 1.051e-01 8.097e-04 1.195e-03 1.963e-05 2.777e-06 1.405e-06 6.116e-07
2.785e-03 7.248e-02 2.145e-02 4.754e-01 4.640e-04 8.192e-04 1.159e-06 3.069e-05 2.957e-07 1.706e-06
7.248e-02 2.785e-03 4.836e-01 1.910e-02 1.415e-03 2.890e-04 2.875e-05 4.712e-07 2.055e-06 1.642e-07
1.530e-02 4.340e-02 1.290e-01 3.677e-01 1.382e-03 2.349e-03 4.465e-06 2.439e-05 9.058e-07 3.526e-06
4.340e-02 1.530e-02 3.667e-01 1.320e-01 1.141e-03 1.689e-03 2.711e-05 5.377e-06 3.021e-06 1.084e-06
