#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 1.979e-01 3.230e-02 3.712e-01 4.421e-04 6.920e-04 3.134e-03 4.769e-02 1.202e-05 4.555e-05
3.957e-01 7.603e-03 4.134e-01 8.726e-03 7.776e-04 9.821e-05 3.818e-01 7.369e-03 1.067e-04 3.130e-05
1.544e-02 1.431e-01 4.503e-02 3.537e-01 2.509e-04 8.949e-04 1.292e-03 1.484e-02 1.868e-04 1.892e-03
2.861e-01 7.720e-03 4.300e-01 1.061e-02 1.611e-03 1.815e-04 4.721e-02 1.470e-03 6.311e-05 8.227e-06
1.558e-02 8.032e-02 7.965e-02 3.505e-01 8.135e-04 1.090e-03 2.251e-06 7.161e-04 4.007e-07 1.059e-05
1.606e-01 7.789e-03 4.524e-01 2.007e-02 2.248e-03 1.983e-04 2.125e-05 6.271e-05 1.314e-06 1.943e-06
9.023e-03 8.360e-02 4.773e-02 3.725e-01 8.140e-04 3.416e-04 7.267e-07 7.768e-04 2.246e-07 7.162e-06
1.672e-01 4.511e-03 4.578e-01 1.111e-02 1.089e-03 2.734e-04 2.056e-05 4.659e-05 1.585e-06 2.195e-06
1.554e-02 5.311e-02 1.120e-01 3.311e-01 6.970e-04 8.783e-04 1.524e-06 6.608e-04 3.301e-07 6.246e-06
1.062e-01 7.768e-03 4.612e-01 3.166e-02 1.074e-03 2.406e-04 1.959e-05 9.367e-05 1.367e-06 2.974e-06
1.520e-02 3.796e-02 1.403e-01 3.073e-01 4.026e-04 1.031e-03 3.510e-06 5.897e-04 5.526e-07 8.153e-06
7.592e-02 7.600e-03 4.534e-01 3.996e-02 5.111e-04 4.331e-04 1.883e-05 9.748e-05 1.434e-06 3.949e-06
1.551e-02 2.988e-02 1.691e-01 2.799e-01 1.076e-03 6.355e-04 5.550e-06 5.337e-04 7.290e-07 8.038e-06
5.976e-02 7.753e-03 4.363e-01 5.025e-02 9.114e-04 3.559e-04 1.996e-05 1.137e-04 2.331e-06 2.646e-06
2.785e-03 3.624e-02 3.731e-02 3.872e-01 2.024e-04 9.172e-04 6.691e-07 7.585e-04 2.872e-07 7.579e-06
7.248e-02 1.392e-03 4.885e-01 8.168e-03 6.568e-04 1.128e-04 2.475e-05 2.596e-05 1.690e-06 1.660e-06
