#C1_0     C2_0      C1_den    C2_den    dC1_den   dC2_den   C1_sol    C2_sol    dC1_sol   dC2_sol   
1.521e-02 3.463e-01 1.721e-02 8.926e-02 2.565e-04 4.461e-04 1.325e-02 3.387e-01 3.070e-05 1.394e-04 
3.957e-01 1.330e-02 4.106e-01 1.400e-02 4.450e-04 2.883e-04 3.846e-01 1.276e-02 1.471e-04 3.296e-05 
1.544e-02 2.503e-01 1.825e-02 9.523e-02 1.362e-04 5.408e-04 1.314e-02 2.428e-01 3.041e-05 1.374e-04 
2.861e-01 1.351e-02 3.202e-01 1.540e-02 6.785e-04 1.782e-04 1.196e-01 4.722e-03 1.737e-04 2.066e-05 
1.558e-02 1.406e-01 2.295e-02 9.674e-02 2.862e-04 9.403e-04 1.084e-02 1.285e-01 4.363e-05 9.538e-05 
1.606e-01 1.363e-02 3.594e-01 3.267e-02 7.927e-04 3.595e-04 5.174e-03 3.825e-04 1.716e-03 1.342e-04 
1.554e-02 9.295e-02 7.643e-02 1.969e-01 0.000e+00 0.000e+00 1.029e-03 5.740e-02 0.000e+00 0.000e+00 
1.062e-01 1.359e-02 3.506e-01 4.818e-02 1.131e-03 4.353e-04 1.247e-04 1.770e-07 4.054e-06 6.849e-08 
1.520e-02 6.643e-02 1.051e-01 2.207e-01 4.128e-04 6.206e-04 2.606e-04 3.352e-02 8.404e-06 6.376e-05 
7.592e-02 1.330e-02 3.507e-01 6.470e-02 1.011e-03 4.908e-04 1.246e-04 4.955e-07 3.870e-06 1.940e-07 
1.551e-02 5.229e-02 1.236e-01 2.277e-01 0.000e+00 0.000e+00 7.503e-05 2.100e-02 0.000e+00 0.000e+00 
5.976e-02 1.357e-02 3.407e-01 8.127e-02 1.073e-03 6.490e-04 1.014e-04 3.858e-08 2.702e-06 3.858e-08 
1.530e-02 3.798e-02 1.423e-01 2.305e-01 5.026e-04 7.166e-04 1.122e-05 1.048e-02 1.111e-06 4.412e-05 
4.340e-02 1.338e-02 3.175e-01 1.008e-01 1.228e-03 5.179e-04 9.821e-05 1.102e-06 3.668e-06 2.993e-07 
1.510e-02 2.761e-02 1.623e-01 2.286e-01 5.363e-04 7.057e-04 4.628e-06 4.239e-03 5.961e-07 1.601e-05 
3.156e-02 1.321e-02 2.940e-01 1.258e-01 9.304e-04 3.378e-04 5.565e-05 1.619e-06 2.120e-06 2.527e-07 
1.542e-02 2.370e-02 1.742e-01 2.233e-01 5.139e-04 1.279e-03 1.957e-06 2.098e-03 4.408e-07 2.331e-05 
2.708e-02 1.349e-02 2.824e-01 1.405e-01 1.074e-03 6.013e-04 4.522e-05 4.779e-06 1.970e-06 8.842e-07 
1.525e-02 1.689e-02 2.004e-01 2.054e-01 8.315e-04 7.253e-04 2.522e-06 3.474e-04 5.577e-07 4.651e-06 
1.931e-02 1.334e-02 2.510e-01 1.688e-01 6.451e-04 6.625e-04 2.289e-05 2.121e-05 1.192e-06 1.319e-06 
1.544e-02 1.351e-02 2.270e-01 1.888e-01 5.355e-04 5.135e-04 6.555e-06 8.633e-05 6.829e-07 3.246e-06 
1.544e-02 1.351e-02 2.270e-01 1.888e-01 5.355e-04 5.135e-04 6.555e-06 8.633e-05 6.829e-07 3.246e-06 
1.509e-02 1.042e-02 2.487e-01 1.687e-01 5.890e-04 5.945e-04 1.616e-05 2.127e-05 1.839e-06 1.305e-06 
1.191e-02 1.320e-02 2.017e-01 2.066e-01 8.122e-04 9.749e-04 1.861e-06 3.441e-04 3.140e-07 4.762e-06 
1.512e-02 7.535e-03 2.829e-01 1.403e-01 0.000e+00 0.000e+00 4.717e-05 6.876e-06 0.000e+00 0.000e+00 
8.612e-03 1.323e-02 1.770e-01 2.186e-01 5.473e-04 7.538e-04 2.576e-06 1.604e-03 3.824e-07 1.429e-05 
1.527e-02 6.393e-03 2.906e-01 1.234e-01 0.000e+00 0.000e+00 5.394e-05 2.617e-06 0.000e+00 0.000e+00 
7.307e-03 1.336e-02 1.684e-01 2.246e-01 6.990e-04 5.491e-04 3.921e-06 2.698e-03 8.355e-07 1.747e-05 
1.514e-02 4.670e-03 3.200e-01 1.006e-01 5.273e-04 9.124e-04 9.117e-05 1.156e-06 2.433e-06 4.369e-07 
5.337e-03 1.325e-02 1.608e-01 2.285e-01 7.181e-04 3.502e-04 8.213e-06 4.790e-03 7.258e-07 1.904e-05 
1.514e-02 3.438e-03 3.321e-01 7.928e-02 0.000e+00 0.000e+00 9.744e-05 6.786e-07 0.000e+00 0.000e+00 
3.929e-03 1.325e-02 1.532e-01 2.305e-01 6.198e-04 8.286e-04 6.792e-06 6.581e-03 7.100e-07 2.829e-05 
1.517e-02 2.657e-03 3.487e-01 6.417e-02 8.827e-04 3.642e-04 1.242e-04 7.328e-07 4.864e-06 2.934e-07 
3.037e-03 1.327e-02 1.498e-01 2.307e-01 4.320e-04 4.542e-04 9.978e-06 7.978e-03 9.139e-07 3.450e-05 
1.517e-02 1.942e-03 3.606e-01 5.200e-02 8.643e-04 4.626e-04 1.209e-04 0.000e+00 5.377e-06 0.000e+00 
2.219e-03 1.328e-02 1.460e-01 2.301e-01 0.000e+00 0.000e+00 1.648e-05 9.348e-03 0.000e+00 0.000e+00 
1.515e-02 1.286e-03 3.671e-01 3.331e-02 0.000e+00 0.000e+00 1.443e-04 0.000e+00 0.000e+00 0.000e+00 
1.470e-03 1.326e-02 1.441e-01 2.329e-01 4.144e-04 7.589e-04 2.824e-05 1.047e-02 1.702e-06 7.635e-05 
1.509e-02 7.124e-04 3.833e-01 2.012e-02 1.010e-03 3.377e-04 1.578e-04 0.000e+00 4.158e-06 0.000e+00 
8.142e-04 1.320e-02 1.430e-01 2.319e-01 6.630e-04 7.701e-04 3.250e-05 1.162e-02 2.315e-06 4.038e-05 
1.526e-02 2.613e-04 3.905e-01 9.443e-03 9.739e-04 1.087e-04 1.628e-04 0.000e+00 4.906e-06 0.000e+00 
2.987e-04 1.335e-02 1.345e-01 2.196e-01 0.000e+00 0.000e+00 6.202e-05 1.254e-02 0.000e+00 0.000e+00 
1.507e-02 1.332e-04 3.950e-01 4.079e-03 0.000e+00 0.000e+00 1.604e-04 0.000e+00 0.000e+00 0.000e+00 
1.522e-04 1.318e-02 2.029e-02 4.551e-02 0.000e+00 0.000e+00 1.126e-04 1.234e-02 0.000e+00 0.000e+00 
8.896e-03 2.026e-01 1.285e-02 6.226e-02 1.919e-04 2.915e-04 7.146e-03 1.946e-01 2.313e-05 9.855e-05 
2.315e-01 7.784e-03 3.659e-01 1.479e-02 0.000e+00 0.000e+00 2.146e-02 5.975e-04 0.000e+00 0.000e+00 
9.023e-03 1.463e-01 1.196e-02 5.925e-02 0.000e+00 0.000e+00 6.755e-03 1.384e-01 0.000e+00 0.000e+00 
1.672e-01 7.895e-03 3.738e-01 1.827e-02 1.192e-03 1.992e-04 2.861e-03 1.022e-04 5.618e-04 2.258e-05 
9.090e-03 8.202e-02 7.253e-02 1.909e-01 4.041e-04 6.425e-04 1.658e-03 6.297e-02 2.152e-05 1.096e-04 
9.373e-02 7.953e-03 3.726e-01 3.488e-02 5.619e-04 4.561e-04 1.150e-04 0.000e+00 2.856e-06 0.000e+00 
8.926e-03 5.340e-02 1.071e-01 2.241e-01 0.000e+00 0.000e+00 2.492e-04 3.408e-02 0.000e+00 0.000e+00 
6.103e-02 7.811e-03 3.646e-01 4.922e-02 0.000e+00 0.000e+00 1.190e-04 6.510e-08 0.000e+00 0.000e+00 
8.568e-03 3.745e-02 1.205e-01 2.229e-01 0.000e+00 0.000e+00 6.504e-05 2.040e-02 0.000e+00 0.000e+00 
4.280e-02 7.497e-03 3.549e-01 6.385e-02 0.000e+00 0.000e+00 1.178e-04 0.000e+00 0.000e+00 0.000e+00 
8.755e-03 2.953e-02 1.359e-01 2.303e-01 7.153e-04 5.713e-04 2.294e-05 1.317e-02 1.488e-06 4.606e-05 
3.374e-02 7.660e-03 3.352e-01 7.947e-02 8.905e-04 4.127e-04 1.028e-04 1.131e-06 3.144e-06 5.637e-07 
8.752e-03 2.173e-02 1.513e-01 2.306e-01 5.210e-04 6.583e-04 6.224e-06 6.952e-03 1.137e-06 3.339e-05 
2.483e-02 7.658e-03 3.185e-01 9.871e-02 1.206e-03 5.821e-04 8.148e-05 1.492e-06 2.365e-06 4.749e-07 
8.511e-03 1.557e-02 1.693e-01 2.261e-01 0.000e+00 0.000e+00 5.669e-06 3.012e-03 0.000e+00 0.000e+00 
1.779e-02 7.447e-03 2.957e-01 1.254e-01 0.000e+00 0.000e+00 6.296e-05 4.162e-06 0.000e+00 0.000e+00 
8.832e-03 1.357e-02 1.778e-01 2.210e-01 6.989e-04 6.345e-04 2.213e-06 1.669e-03 3.788e-07 1.391e-05 
1.551e-02 7.728e-03 2.818e-01 1.384e-01 7.372e-04 5.766e-04 3.756e-05 5.037e-06 1.894e-06 7.608e-07 
8.616e-03 9.548e-03 2.037e-01 2.047e-01 7.726e-04 5.292e-04 2.882e-06 3.345e-04 5.032e-07 6.038e-06 
1.091e-02 7.539e-03 2.502e-01 1.680e-01 7.474e-04 3.986e-04 1.627e-05 2.359e-05 1.307e-06 1.685e-06 
8.696e-03 7.609e-03 2.285e-01 1.889e-01 0.000e+00 0.000e+00 8.860e-06 6.992e-05 0.000e+00 0.000e+00 
8.696e-03 7.609e-03 2.285e-01 1.889e-01 0.000e+00 0.000e+00 8.860e-06 6.992e-05 0.000e+00 0.000e+00 
8.505e-03 5.876e-03 2.493e-01 1.673e-01 1.120e-03 7.620e-04 1.783e-05 2.198e-05 1.969e-06 1.328e-06 
6.715e-03 7.442e-03 2.031e-01 2.052e-01 7.760e-04 9.961e-04 2.900e-06 3.009e-04 7.875e-07 6.244e-06 
8.536e-03 4.253e-03 2.819e-01 1.388e-01 0.000e+00 0.000e+00 4.334e-05 4.438e-06 0.000e+00 0.000e+00 
4.860e-03 7.469e-03 1.807e-01 2.165e-01 5.435e-04 6.423e-04 4.574e-06 1.147e-03 1.361e-06 1.546e-05 
8.694e-03 3.639e-03 2.949e-01 1.212e-01 0.000e+00 0.000e+00 7.425e-05 1.340e-06 0.000e+00 0.000e+00 
4.159e-03 7.607e-03 1.740e-01 2.204e-01 7.771e-04 6.505e-04 2.005e-06 1.867e-03 5.211e-07 1.880e-05 
8.590e-03 2.649e-03 3.153e-01 1.008e-01 1.164e-03 4.925e-04 8.275e-05 4.912e-07 3.530e-06 2.028e-07 
3.028e-03 7.517e-03 1.667e-01 2.240e-01 5.074e-04 3.930e-04 3.251e-06 3.026e-03 6.277e-07 1.263e-05 
8.529e-03 1.936e-03 3.327e-01 8.038e-02 9.213e-04 3.854e-04 1.153e-04 7.797e-07 3.876e-06 2.510e-07 
2.213e-03 7.463e-03 1.647e-01 2.302e-01 0.000e+00 0.000e+00 5.535e-06 3.999e-03 0.000e+00 0.000e+00 
8.612e-03 1.509e-03 3.493e-01 6.385e-02 9.459e-04 7.367e-04 1.234e-04 2.284e-07 6.481e-06 1.220e-07 
1.724e-03 7.536e-03 1.608e-01 2.299e-01 6.375e-04 6.886e-04 5.358e-06 4.720e-03 7.709e-07 2.032e-05 
8.681e-03 1.111e-03 3.554e-01 4.968e-02 0.000e+00 0.000e+00 1.243e-04 0.000e+00 0.000e+00 0.000e+00 
1.270e-03 7.596e-03 1.581e-01 2.290e-01 0.000e+00 0.000e+00 1.119e-05 5.405e-03 0.000e+00 0.000e+00 
8.577e-03 7.277e-04 3.737e-01 3.608e-02 6.807e-04 5.109e-04 1.573e-04 3.297e-07 3.169e-06 1.215e-07 
8.317e-04 7.505e-03 1.566e-01 2.299e-01 6.504e-04 5.002e-04 1.093e-05 6.055e-03 9.422e-07 2.849e-05 
8.604e-03 4.063e-04 3.800e-01 2.185e-02 1.257e-03 5.262e-04 1.604e-04 0.000e+00 4.927e-06 0.000e+00 
4.643e-04 7.529e-03 1.581e-01 2.336e-01 4.175e-04 4.591e-04 1.113e-05 6.686e-03 1.215e-06 1.940e-05 
8.734e-03 1.496e-04 3.935e-01 7.801e-03 0.000e+00 0.000e+00 1.456e-04 0.000e+00 0.000e+00 0.000e+00 
1.710e-04 7.642e-03 1.389e-01 2.066e-01 0.000e+00 0.000e+00 6.887e-05 7.218e-03 0.000e+00 0.000e+00 
8.502e-03 7.515e-05 3.954e-01 3.790e-03 0.000e+00 0.000e+00 1.582e-04 0.000e+00 0.000e+00 0.000e+00 
