Filename                     Protein-1    Protein-2    Num-puncta-1    Num-puncta-2    Num-Colocalized    Colocalization-1    Colocalization-2    Threshold
BNI1-640nm_ctrl_pfa_001.tif  BNI1         CLN3         1671            1077            57                 0.03411             0.05292             300
CLN3-561nm_ctrl_pfa_001.tif  BNI1         CLN3         1671            1077            57                 0.03411             0.05292             300
BNI1-640nm_ctrl_pfa_003.tif  BNI1         CLN3         2159            867             68                 0.03150             0.07843             300
CLN3-561nm_ctrl_pfa_003.tif  BNI1         CLN3         2159            867             68                 0.03150             0.07843             300
BNI1-640nm_ctrl_pfa_004.tif  BNI1         CLN3         2434            924             61                 0.02506             0.06602             300
CLN3-561nm_ctrl_pfa_004.tif  BNI1         CLN3         2434            924             61                 0.02506             0.06602             300
BNI1-640nm_ctrl_pfa_006.tif  BNI1         CLN3         1516            702             47                 0.03100             0.06695             300
CLN3-561nm_ctrl_pfa_006.tif  BNI1         CLN3         1516            702             47                 0.03100             0.06695             300
BNI1-640nm_ctrl_pfa_007.tif  BNI1         CLN3         1918            1226            81                 0.04223             0.06607             300
CLN3-561nm_ctrl_pfa_007.tif  BNI1         CLN3         1918            1226            81                 0.04223             0.06607             300
