# Filename: CLN3-561nm_bidi_pfa_003.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster radius (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
483   305   3             0
489   269   3             1
503   500   4             2
502   503   3             3
502   428   2             4
914   202   2             5
932   824   3             6
934   877   2             7
938   650   2             8
997   270   2             9
1013  723   3             10
1010  722   2             11
1110  350   2             12
1125  449   4             13
1197  1278  2             14
1211  999   2             15
1288  988   2             16
1322  1420  2             17
1389  1427  3             18
1449  624   2             19
1456  1484  5             20
1699  757   3             21
1758  1505  2             22
1755  1502  2             23
1791  1518  3             24
1793  1523  2             25
1818  1053  2             26
