# Filename: BNI1-640nm_416_bidi_013.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster radius (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
318   1022  2             0
492   1208  3             1
814   1167  3             2
828   968   6             3
849   1004  2             4
867   1170  3             5
908   910   2             6
916   1152  2             7
926   1172  2             8
938   932   2             9
997   926   3             10
999   929   2             11
1004  886   2             12
1002  883   2             13
1026  818   2             14
1081  1079  3             15
1078  1080  2             16
1075  1077  2             17
1168  1141  4             18
1190  876   2             19
1253  1177  2             20
