# Filename: CLN3-561nm_416_bidi_007.tif
# Puncta radius (pixels): (1.3888888888888888, 1.3888888888888888)
# Puncta radius (nm): (150, 150)
# Cluster radius (nm): 300
# Min puncta per cluster: 2
# Voxel size (nm): (108, 108)
Y     X     NUM_PUNCTA    CLUSTER_ID
278   1231  5             0
293   1096  4             1
316   1206  5             2
359   1215  2             3
365   1196  5             4
441   1333  5             5
521   1154  8             6
530   1231  3             7
544   1291  3             8
584   1103  6             9
1020  789   2             10
1066  702   2             11
1128  665   6             12
1150  618   2             13
1203  699   2             14
1212  580   2             15
1265  582   2             16
1283  728   2             17
